random_ID,key_resp_6.keys,key_resp_6.rt,Gender.keys,Gender.rt,key_resp.keys,key_resp.corr,key_resp.rt,key_resp_2.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,FILE_CMP_IMAGE,FILE_SEARCH_IMAGE,TARGET,TARGET_NAME,TARGET_MEM,D1,D2,D3,D4,D5,D6,D7,D8,CONTEXT,VISUAL_SET_SIZE,MEM_SET_SIZE,stDur_Mem,stDur_VS,corrAns,participant,age,date,expName,psychopyVersion,OS,frameRate,key_resp_end.keys,key_resp_end.rt
8465,y,20.73176,w,5.357795,v,1,4.563855,,0,0,0,78,1,cmp_building_011_cat_003,S4_building_011_cat_003.jpg,0,blank.png,blank.png,cat167.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,4,1,1,7,v,101913,26,2020-08-05_22h34.44.817,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,,
,,,,,m,1,7.2512,,0,1,1,29,1,cmp_mountain_005_farmanimals_001,S2_mountain_005_farmanimals_001.jpg,1,sheep564.png,sheep564.png,cow367.png,horse126.png,cow325.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,2,4,4,7,m,101913,26,2020-08-05_22h34.44.817,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,,
,,,,,v,1,1.92267,,0,2,2,30,1,cmp_mountain_010_sheep_002,S2_mountain_010_sheep_002.jpg,0,blank.png,blank.png,sheep1280.png,sheep1344.png,sheep1652.png,sheep1275.png,blank.png,blank.png,blank.png,blank.png,0,2,4,4,7,v,101913,26,2020-08-05_22h34.44.817,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,,
,,,,,m,1,1.241645,,0,3,3,70,1,cmp_shelves_049_toys_008,S4_shelves_049_toys_008.jpg,1,truck627.png,truck627.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,4,1,1,7,m,101913,26,2020-08-05_22h34.44.817,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,,
,,,,,v,1,0.50346,,0,4,4,76,1,cmp_shelves_042_toys_001,S4_shelves_042_toys_001.jpg,0,blank.png,blank.png,bus30.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,4,1,1,7,v,101913,26,2020-08-05_22h34.44.817,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,,
,,,,,m,1,6.741835,,0,5,5,2,1,cmp_building_018_cat_005,S1_building_018_cat_005.jpg,1,cat1440.png,cat1440.png,cat1534.png,cat1396.png,cat1452.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,1,4,4,7,m,101913,26,2020-08-05_22h34.44.817,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,,
,,,,,m,0,3.83289,,0,6,6,48,1,cmp_shelves_030_book_003,S4_shelves_030_book_003.jpg,0,blank.png,blank.png,book106.png,book150.png,book237.png,book549.png,book9.png,book417.png,book51.png,book396.png,1,4,8,8,7,v,101913,26,2020-08-05_22h34.44.817,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,,
,,,,,v,1,4.74353,,0,7,7,9,1,cmp_building_026_person_012,S1_building_026_person_012.jpg,0,blank.png,blank.png,person150.png,person390.png,person137.png,person140.png,blank.png,blank.png,blank.png,blank.png,1,1,4,4,7,v,101913,26,2020-08-05_22h34.44.817,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,,
,,,,,m,1,1.945905,,0,8,8,44,1,cmp_shelves_001_pottedplant001,S4_shelves_001_pottedplant_001.jpg,1,stm_shelves_001_pottedplant_001_002.png,stm_shelves_001_pottedplant_001_002.png,stm_shelves_001_pottedplant_001_009.png,stm_shelves_001_pottedplant_001_014.png,stm_shelves_001_pottedplant_001_016.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,4,4,4,7,m,101913,26,2020-08-05_22h34.44.817,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,,
,,,,,v,1,4.67796,,0,9,9,108,1,cmp_africansavanna_002_wildanimals_002,S8_africansavanna_002_wildanimals_002.jpg,0,blank.png,blank.png,elephant231.png,elephant458.png,giraffe141.png,giraffe352.png,blank.png,blank.png,blank.png,blank.png,0,8,4,4,7,v,101913,26,2020-08-05_22h34.44.817,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,,
