random_ID,key_resp_6.keys,key_resp_6.rt,Gender.keys,Gender.rt,key_resp.keys,key_resp.corr,key_resp.rt,key_resp_2.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,FILE_CMP_IMAGE,FILE_SEARCH_IMAGE,TARGET,TARGET_NAME,TARGET_MEM,D1,D2,D3,D4,D5,D6,D7,D8,CONTEXT,VISUAL_SET_SIZE,MEM_SET_SIZE,stDur_Mem,stDur_VS,corrAns,participant,age,date,expName,psychopyVersion,OS,frameRate
1188,y,2.45605,m,2.50491,v,1,3.351985,,0,0,0,36,1,cmp_field_001_farmanimals_007,S4_field_001_farmanimals_007.jpg,0,blank.png,blank.png,cow375.png,cow361.png,horse620.png,sheep317.png,blank.png,blank.png,blank.png,blank.png,1,4,4,4,7,v,QW1234,27,2020-08-25_23h56.31.221,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,m,0,2.26262,,0,1,1,12,1,cmp_mountain_022_sheep_010,S1_mountain_022_sheep_010.jpg,0,blank.png,blank.png,sheep920.png,sheep1036.png,sheep1087.png,sheep909.png,blank.png,blank.png,blank.png,blank.png,0,1,4,4,7,v,QW1234,27,2020-08-25_23h56.31.221,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,m,1,2.740115,,0,2,2,96,1,cmp_building_005_person_002,S8_building_005_person_002.jpg,1,person546.png,person546.png,person248.png,person303.png,person367.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,8,4,4,7,m,QW1234,27,2020-08-25_23h56.31.221,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,v,0,1.971865,,0,3,3,59,1,cmp_field_004_farmanimals_004,S4_field_004_farmanimals_004.jpg,1,horse205.png,horse205.png,horse7.png,sheep103.png,sheep106.png,cow69.png,cow232.png,cow15.png,sheep3.png,blank.png,1,4,8,8,7,m,QW1234,27,2020-08-25_23h56.31.221,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,m,0,0.71653,,0,4,4,14,1,cmp_shelves_035_book_008,S1_shelves_035_book_008.jpg,0,blank.png,blank.png,book271.png,book113.png,book484.png,book429.png,blank.png,blank.png,blank.png,blank.png,0,1,4,4,7,v,QW1234,27,2020-08-25_23h56.31.221,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,v,1,0.00187,,0,5,5,10,1,cmp_building_020_cat_007,S1_building_020_cat_007.jpg,0,blank.png,blank.png,cat1553.png,cat1557.png,cat1569.png,cat1630.png,blank.png,blank.png,blank.png,blank.png,1,1,4,4,7,v,QW1234,27,2020-08-25_23h56.31.221,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
