0.12399999999999967	EXP	Created Window = Window( name=Window, fullscr=true, color=#ffffff, units=height, waitBlanking=true, autoLog=true, size=[980,1716] )
4.843	DATA	Keydown: Backspace
5.340999999999999	DATA	Keydown: Backspace
5.446	DATA	Keydown: Backspace
5.546000000000001	DATA	Keydown: Backspace
5.646000000000001	DATA	Keydown: Backspace
6.25	DATA	Keydown: K
6.369	DATA	Keydown: e
6.470000000000001	DATA	Keydown: b
7.071	DATA	Keydown: i
7.297000000000001	DATA	Keydown: Backspace
7.479000000000001	DATA	Keydown: Backspace
7.9719999999999995	DATA	Keydown: v
8.089	DATA	Keydown: i
8.306000000000001	DATA	Keydown: n
9.825000000000001	DATA	Keydown: Backspace
10.017000000000001	DATA	Keydown: Backspace
10.746	DATA	Keydown: 2
10.931000000000001	DATA	Keydown: 1
12.285	DATA	Keydown: M
15.450000000000001	DATA	Keydown: Backspace
15.649	DATA	Keydown: Backspace
15.799999999999999	DATA	Keydown: Backspace
16.534	DATA	Keydown: 1
22.791999999999998	DATA	Keydown: a
22.884	DATA	Keydown: k
23.009	DATA	Keydown: e
23.500999999999998	DATA	Keydown: Backspace
23.663999999999998	DATA	Keydown: Backspace
23.955	DATA	Keydown: l
24.044999999999998	DATA	Keydown: e
26.57	DATA	Keydown:  
26.584999999999997	DATA	Keydown: Shift
26.828	DATA	Keydown: Z
27.026999999999997	DATA	Keydown: a
27.087999999999997	DATA	Keydown: m
27.23	DATA	Keydown: m
27.529	DATA	Keydown: f
28.205	DATA	Keydown: Backspace
28.45	DATA	Keydown: i
28.55	DATA	Keydown: t
28.808999999999997	DATA	Keydown: p
29.685000000000002	DATA	Keydown: Backspace
