random_ID,key_resp_6.keys,key_resp_6.rt,key_resp.keys,key_resp.corr,key_resp.rt,key_resp_2.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,FILE_CMP_IMAGE,FILE_SEARCH_IMAGE,TARGET,TARGET_NAME,TARGET_MEM,D1,D2,D3,D4,D5,D6,D7,D8,CONTEXT,VISUAL_SET_SIZE,MEM_SET_SIZE,stDur_Mem,stDur_VS,corrAns,participant,session,age,gender,experimenter,date,expName,psychopyVersion,OS,frameRate
4252,y,5.34837,v,1,2.27403,,0,0,0,94,1,cmp_mountain_014_bird_002,S4_mountain_014_bird_002.jpg,0,blank.png,blank.png,bird27.png,bird456.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,4,2,2,7,v,888925,001,22,Female,DC,2020-04-06_11h29.42.929,vismem_search_builder_pavlovia,2020.1.2,MacIntel,60
,,,v,1,1.387715,,0,1,1,76,1,cmp_shelves_042_toys_001,S4_shelves_042_toys_001.jpg,0,blank.png,blank.png,bus30.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,4,1,1,7,v,888925,001,22,Female,DC,2020-04-06_11h29.42.929,vismem_search_builder_pavlovia,2020.1.2,MacIntel,60
,,,v,0,2.057045,,0,2,2,63,1,cmp_building_041_dog_009,S4_building_041_dog_009.jpg,1,dog583.png,dog583.png,dog301.png,dog446.png,dog447.png,dog461.png,dog475.png,dog541.png,dog562.png,blank.png,0,4,8,8,7,m,888925,001,22,Female,DC,2020-04-06_11h29.42.929,vismem_search_builder_pavlovia,2020.1.2,MacIntel,60
,,,v,0,3.728405,,0,3,3,103,1,cmp_shelves_014_bottle_003,S8_shelves_014_bottle_003.jpg,1,bottle244.png,bottle244.png,bottle465.png,bottle409.png,bottle197.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,8,4,4,7,m,888925,001,22,Female,DC,2020-04-06_11h29.42.929,vismem_search_builder_pavlovia,2020.1.2,MacIntel,60
,,,v,1,1.699565,,0,4,4,8,1,cmp_shelves_026_vase_002,S1_shelves_026_vase_002.jpg,0,blank.png,blank.png,vase179.png,vase975.png,vase1032.png,vase556.png,blank.png,blank.png,blank.png,blank.png,1,1,4,4,7,v,888925,001,22,Female,DC,2020-04-06_11h29.42.929,vismem_search_builder_pavlovia,2020.1.2,MacIntel,60
,,,m,1,1.21059,,0,5,5,27,1,cmp_shelves_008_fruitvegetal_001,S2_shelves_008_fruitvegetal_001.jpg,1,carrot46.png,carrot46.png,broccoli85.png,apple473.png,orange138.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,2,4,4,7,m,888925,001,22,Female,DC,2020-04-06_11h29.42.929,vismem_search_builder_pavlovia,2020.1.2,MacIntel,60
,,,v,1,1.507335,,0,6,6,79,1,cmp_shelves_048_toys_007,S4_shelves_048_toys_007.jpg,0,blank.png,blank.png,airplane180.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,4,1,1,7,v,888925,001,22,Female,DC,2020-04-06_11h29.42.929,vismem_search_builder_pavlovia,2020.1.2,MacIntel,60
,,,m,1,1.416955,,0,7,7,4,1,cmp_building_050_bird_006,S1_building_050_bird_006.jpg,1,bird709.png,bird709.png,bird680.png,bird1112.png,bird455.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,1,4,4,7,m,888925,001,22,Female,DC,2020-04-06_11h29.42.929,vismem_search_builder_pavlovia,2020.1.2,MacIntel,60
,,,v,0,1.00452,,0,8,8,84,1,cmp_building_039_dog_007,S4_building_039_dog_007.jpg,1,dog519.png,dog519.png,dog592.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,4,2,2,7,m,888925,001,22,Female,DC,2020-04-06_11h29.42.929,vismem_search_builder_pavlovia,2020.1.2,MacIntel,60
,,,m,0,1.576315,,0,9,9,11,1,cmp_shelves_015_bottle_004,S1_shelves_015_bottle_004.jpg,0,blank.png,blank.png,bottle1332.png,bottle1090.png,bottle1390.png,bottle1498.png,blank.png,blank.png,blank.png,blank.png,1,1,4,4,7,v,888925,001,22,Female,DC,2020-04-06_11h29.42.929,vismem_search_builder_pavlovia,2020.1.2,MacIntel,60
,,,v,1,2.33682,,0,10,10,90,1,cmp_building_032_cat_011,S4_building_032_cat_011.jpg,0,blank.png,blank.png,cat206.png,cat219.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,4,2,2,7,v,888925,001,22,Female,DC,2020-04-06_11h29.42.929,vismem_search_builder_pavlovia,2020.1.2,MacIntel,60
,,,m,0,1.96025,,0,11,11,91,1,cmp_building_017_cat_004,S4_building_017_cat_004.jpg,0,blank.png,blank.png,cat800.png,cat830.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,4,2,2,7,v,888925,001,22,Female,DC,2020-04-06_11h29.42.929,vismem_search_builder_pavlovia,2020.1.2,MacIntel,60
,,,m,0,2.00393,,0,12,12,95,1,cmp_mountain_013_bird_001,S4_mountain_013_bird_001.jpg,0,blank.png,blank.png,bird152.png,bird403.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,4,2,2,7,v,888925,001,22,Female,DC,2020-04-06_11h29.42.929,vismem_search_builder_pavlovia,2020.1.2,MacIntel,60
,,,m,1,1.236765,,0,13,13,29,1,cmp_mountain_005_farmanimals_001,S2_mountain_005_farmanimals_001.jpg,1,sheep564.png,sheep564.png,cow367.png,horse126.png,cow325.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,2,4,4,7,m,888925,001,22,Female,DC,2020-04-06_11h29.42.929,vismem_search_builder_pavlovia,2020.1.2,MacIntel,60
,,,m,1,0.98245,,0,14,14,71,1,cmp_building_019_cat_006,S4_building_019_cat_006.jpg,1,cat997.png,cat997.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,4,1,1,7,m,888925,001,22,Female,DC,2020-04-06_11h29.42.929,vismem_search_builder_pavlovia,2020.1.2,MacIntel,60
,,,m,1,1.05766,,0,15,15,7,1,cmp_shelves_028_book_001,S1_shelves_028_book_001.jpg,1,book624.png,book624.png,book349.png,book368.png,book392.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,1,4,4,7,m,888925,001,22,Female,DC,2020-04-06_11h29.42.929,vismem_search_builder_pavlovia,2020.1.2,MacIntel,60
,,,m,1,1.01809,,0,16,16,24,1,cmp_mountain_006_bear_002,S2_mountain_006_bear_002.jpg,1,bear688.png,bear688.png,bear4.png,bear71.png,bear72.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,2,4,4,7,m,888925,001,22,Female,DC,2020-04-06_11h29.42.929,vismem_search_builder_pavlovia,2020.1.2,MacIntel,60
,,,m,1,1.382865,,0,17,17,44,1,cmp_shelves_001_pottedplant001,S4_shelves_001_pottedplant_001.jpg,1,stm_shelves_001_pottedplant_001_002.png,stm_shelves_001_pottedplant_001_002.png,stm_shelves_001_pottedplant_001_009.png,stm_shelves_001_pottedplant_001_014.png,stm_shelves_001_pottedplant_001_016.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,4,4,4,7,m,888925,001,22,Female,DC,2020-04-06_11h29.42.929,vismem_search_builder_pavlovia,2020.1.2,MacIntel,60
,,,v,1,1.690485,,0,18,18,92,1,cmp_building_024_person_010,S4_building_024_person_010.jpg,0,blank.png,blank.png,person1015.png,person1089.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,4,2,2,7,v,888925,001,22,Female,DC,2020-04-06_11h29.42.929,vismem_search_builder_pavlovia,2020.1.2,MacIntel,60
,,,m,0,0.902925,,0,19,19,30,1,cmp_mountain_010_sheep_002,S2_mountain_010_sheep_002.jpg,0,blank.png,blank.png,sheep1280.png,sheep1344.png,sheep1652.png,sheep1275.png,blank.png,blank.png,blank.png,blank.png,0,2,4,4,7,v,888925,001,22,Female,DC,2020-04-06_11h29.42.929,vismem_search_builder_pavlovia,2020.1.2,MacIntel,60
,,,v,1,2.3525,,0,20,20,93,1,cmp_building_025_person_011,S4_building_025_person_011.jpg,0,blank.png,blank.png,person1266.png,person1352.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,4,2,2,7,v,888925,001,22,Female,DC,2020-04-06_11h29.42.929,vismem_search_builder_pavlovia,2020.1.2,MacIntel,60
,,,m,1,1.075115,,0,21,21,3,1,cmp_building_044_dog_012,S1_building_044_dog_012.jpg,1,dog1544.png,dog1544.png,dog1543.png,dog1592.png,dog1560.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,1,4,4,7,m,888925,001,22,Female,DC,2020-04-06_11h29.42.929,vismem_search_builder_pavlovia,2020.1.2,MacIntel,60
,,,v,1,2.24678,,0,22,22,89,1,cmp_building_015_person_008,S4_building_015_person_008.jpg,0,blank.png,blank.png,person100.png,person108.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,4,2,2,7,v,888925,001,22,Female,DC,2020-04-06_11h29.42.929,vismem_search_builder_pavlovia,2020.1.2,MacIntel,60
,,,m,1,0.926815,,0,23,23,62,1,cmp_shelves_047_toys_006,S4_shelves_047_toys_006.jpg,1,bus328.png,bus328.png,bus558.png,car108.png,car112.png,car82.png,motorcycle779.png,airplane17.png,airplane4.png,blank.png,0,4,8,8,7,m,888925,001,22,Female,DC,2020-04-06_11h29.42.929,vismem_search_builder_pavlovia,2020.1.2,MacIntel,60
,,,v,1,1.44278,,0,24,24,50,1,cmp_shelves_038_book_011,S4_shelves_038_book_011.jpg,0,blank.png,blank.png,book546.png,book620.png,book1262.png,book634.png,book633.png,book1096.png,book1261.png,book1265.png,1,4,8,8,7,v,888925,001,22,Female,DC,2020-04-06_11h29.42.929,vismem_search_builder_pavlovia,2020.1.2,MacIntel,60
,,,m,1,0.783925,,0,25,25,86,1,cmp_shelves_051_toys_010,S4_shelves_051_toys_010.jpg,1,truck262.png,truck262.png,truck167.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,4,2,2,7,m,888925,001,22,Female,DC,2020-04-06_11h29.42.929,vismem_search_builder_pavlovia,2020.1.2,MacIntel,60
,,,m,1,0.7031,,0,26,26,35,1,cmp_building_021_cat_008,S4_building_021_cat_008.jpg,1,cat1953.png,cat1953.png,cat1966.png,cat1835.png,cat1921.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,4,4,4,7,m,888925,001,22,Female,DC,2020-04-06_11h29.42.929,vismem_search_builder_pavlovia,2020.1.2,MacIntel,60
,,,v,0,3.996975,,0,27,27,1,1,cmp_building_028_person_014,S1_building_028_person_014.jpg,1,person1293.png,person1293.png,person1501.png,person1447.png,person1485.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,1,4,4,7,m,888925,001,22,Female,DC,2020-04-06_11h29.42.929,vismem_search_builder_pavlovia,2020.1.2,MacIntel,60
,,,v,0,2.05439,,0,28,28,16,1,cmp_building_002_cat_001,S2_building_002_cat_001.jpg,1,stm_building_002_cat_001_012.png,stm_building_002_cat_001_012.png,stm_building_002_cat_001_005.png,stm_building_002_cat_001_007.png,stm_building_002_cat_001_003.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,2,4,4,7,m,888925,001,22,Female,DC,2020-04-06_11h29.42.929,vismem_search_builder_pavlovia,2020.1.2,MacIntel,60
,,,m,1,1.257465,,0,29,29,17,1,cmp_jungle_003_bird_003,S2_jungle_003_bird_003.jpg,1,stm_jugle_003_birds_003_001.png,stm_jugle_003_birds_003_001.png,stm_jugle_003_birds_003_009.png,stm_jugle_003_birds_003_011.png,stm_jugle_003_birds_003_013.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,2,4,4,7,m,888925,001,22,Female,DC,2020-04-06_11h29.42.929,vismem_search_builder_pavlovia,2020.1.2,MacIntel,60
