random_ID,key_resp_6.keys,key_resp_6.rt,key_resp.keys,key_resp.corr,key_resp_2.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,FILE_CMP_IMAGE,FILE_SEARCH_IMAGE,TARGET,TARGET_NAME,TARGET_MEM,D1,D2,D3,D4,D5,D6,D7,D8,CONTEXT,VISUAL_SET_SIZE,MEM_SET_SIZE,stDur_Mem,stDur_VS,corrAns,participant,session,age,gender,experimenter,date,expName,psychopyVersion,OS,frameRate,key_resp.rt
,,,m,0,,0,16,16,31,1,cmp_mountain_024_cow_004,S2_mountain_024_cow_004.jpg,0,blank.png,blank.png,cow289.png,cow337.png,cow306.png,cow452.png,blank.png,blank.png,blank.png,blank.png,0,2,4,4,7,v,900012,001,22,Male,DC,2020-04-10_15h53.52.498,vismem_search_builder_pavlovia,2020.1.2,Win32,60,2.734935
,,,m,1,,0,17,17,6,1,cmp_building_043_dog_011,S1_building_043_dog_011.jpg,1,dog1389.png,dog1389.png,dog1385.png,dog1267.png,dog1402.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,1,4,4,7,m,900012,001,22,Male,DC,2020-04-10_15h53.52.498,vismem_search_builder_pavlovia,2020.1.2,Win32,60,1.52955
,,,v,1,,0,18,18,110,1,cmp_mountain_016_sheep_004,S8_mountain_016_sheep_004.jpg,0,blank.png,blank.png,sheep1420.png,sheep1560.png,sheep1768.png,sheep1774.png,blank.png,blank.png,blank.png,blank.png,0,8,4,4,7,v,900012,001,22,Male,DC,2020-04-10_15h53.52.498,vismem_search_builder_pavlovia,2020.1.2,Win32,60,2.169395
,,,m,1,,0,19,19,85,1,cmp_building_030_person_016,S4_building_030_person_016.jpg,1,person1923.png,person1923.png,person1925.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,4,2,2,7,m,900012,001,22,Male,DC,2020-04-10_15h53.52.498,vismem_search_builder_pavlovia,2020.1.2,Win32,60,1.98671
,,,v,0,,0,20,20,59,1,cmp_field_004_farmanimals_004,S4_field_004_farmanimals_004.jpg,1,horse205.png,horse205.png,horse7.png,sheep103.png,sheep106.png,cow69.png,cow232.png,cow15.png,sheep3.png,blank.png,1,4,8,8,7,m,900012,001,22,Male,DC,2020-04-10_15h53.52.498,vismem_search_builder_pavlovia,2020.1.2,Win32,60,1.90835
,,,v,1,,0,21,21,78,1,cmp_building_011_cat_003,S4_building_011_cat_003.jpg,0,blank.png,blank.png,cat167.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,4,1,1,7,v,900012,001,22,Male,DC,2020-04-10_15h53.52.498,vismem_search_builder_pavlovia,2020.1.2,Win32,60,1.88851
,,,m,0,,0,22,22,25,1,cmp_mountain_004_sheep_001,S2_mountain_004_sheep_001.jpg,0,blank.png,blank.png,sheep662.png,sheep796.png,sheep858.png,sheep875.png,blank.png,blank.png,blank.png,blank.png,0,2,4,4,7,v,900012,001,22,Male,DC,2020-04-10_15h53.52.498,vismem_search_builder_pavlovia,2020.1.2,Win32,60,1.244975
,,,v,0,,0,23,23,1,1,cmp_building_028_person_014,S1_building_028_person_014.jpg,1,person1293.png,person1293.png,person1501.png,person1447.png,person1485.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,1,4,4,7,m,900012,001,22,Male,DC,2020-04-10_15h53.52.498,vismem_search_builder_pavlovia,2020.1.2,Win32,60,3.395435
,,,v,0,,0,24,24,96,1,cmp_building_005_person_002,S8_building_005_person_002.jpg,1,person546.png,person546.png,person248.png,person303.png,person367.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,8,4,4,7,m,900012,001,22,Male,DC,2020-04-10_15h53.52.498,vismem_search_builder_pavlovia,2020.1.2,Win32,60,3.25029
,,,v,0,,0,25,25,16,1,cmp_building_002_cat_001,S2_building_002_cat_001.jpg,1,stm_building_002_cat_001_012.png,stm_building_002_cat_001_012.png,stm_building_002_cat_001_005.png,stm_building_002_cat_001_007.png,stm_building_002_cat_001_003.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,2,4,4,7,m,900012,001,22,Male,DC,2020-04-10_15h53.52.498,vismem_search_builder_pavlovia,2020.1.2,Win32,60,2.73103
,,,v,1,,0,26,26,39,1,cmp_mountain_017_sheep_005,S4_mountain_017_sheep_005.jpg,0,blank.png,blank.png,sheep1498.png,sheep1552.png,sheep1422.png,sheep1597.png,blank.png,blank.png,blank.png,blank.png,1,4,4,4,7,v,900012,001,22,Male,DC,2020-04-10_15h53.52.498,vismem_search_builder_pavlovia,2020.1.2,Win32,60,2.628075
,,,m,1,,0,27,27,64,1,cmp_stadium_001_person_001,S4_stadium_001_person_001.jpg,1,stadium_001_person_010.png,stadium_001_person_010.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,4,1,1,7,m,900012,001,22,Male,DC,2020-04-10_15h53.52.498,vismem_search_builder_pavlovia,2020.1.2,Win32,60,2.10296
,,,m,1,,0,28,28,34,1,cmp_building_001_dog_001,S4_building_001_dog_001.jpg,1,stm_builging_001_dog_001_010.png,stm_builging_001_dog_001_010.png,stm_builging_001_dog_001_006.png,stm_builging_001_dog_001_012.png,stm_builging_001_dog_001_015.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,4,4,4,7,m,900012,001,22,Male,DC,2020-04-10_15h53.52.498,vismem_search_builder_pavlovia,2020.1.2,Win32,60,3.2502
,,,v,1,,0,29,29,14,1,cmp_shelves_035_book_008,S1_shelves_035_book_008.jpg,0,blank.png,blank.png,book271.png,book113.png,book484.png,book429.png,blank.png,blank.png,blank.png,blank.png,0,1,4,4,7,v,900012,001,22,Male,DC,2020-04-10_15h53.52.498,vismem_search_builder_pavlovia,2020.1.2,Win32,60,2.413035
,,,v,1,,0,30,30,28,1,cmp_field_002_farmanimals_002,S2_field_002_farmanimals_002.jpg,0,blank.png,blank.png,cow120.png,cow65.png,horse126.png,cow325.png,blank.png,blank.png,blank.png,blank.png,0,2,4,4,7,v,900012,001,22,Male,DC,2020-04-10_15h53.52.498,vismem_search_builder_pavlovia,2020.1.2,Win32,60,1.7581
,,,v,1,,0,31,31,55,1,cmp_shelves_050_toys_009,S4_shelves_050_toys_009.jpg,0,blank.png,blank.png,airplane359.png,bus23.png,bus17.png,airplane364.png,airplane413.png,motorcycle306.png,airplane379.png,motorcycle660.png,0,4,8,8,7,v,900012,001,22,Male,DC,2020-04-10_15h53.52.498,vismem_search_builder_pavlovia,2020.1.2,Win32,60,1.457315
,,,v,0,,0,32,32,7,1,cmp_shelves_028_book_001,S1_shelves_028_book_001.jpg,1,book624.png,book624.png,book349.png,book368.png,book392.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,1,4,4,7,m,900012,001,22,Male,DC,2020-04-10_15h53.52.498,vismem_search_builder_pavlovia,2020.1.2,Win32,60,1.93158
,,,v,1,,0,33,33,42,1,cmp_building_045_dog_013,S4_building_045_dog_013.jpg,0,blank.png,blank.png,dog1760.png,dog1810.png,dog1887.png,dog1907.png,blank.png,blank.png,blank.png,blank.png,0,4,4,4,7,v,900012,001,22,Male,DC,2020-04-10_15h53.52.498,vismem_search_builder_pavlovia,2020.1.2,Win32,60,2.12979
,,,v,0,,0,34,34,18,1,cmp_building_052_bird_008,S2_building_052_bird_008.jpg,1,bird936.png,bird936.png,bird927.png,bird935.png,bird938.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,2,4,4,7,m,900012,001,22,Male,DC,2020-04-10_15h53.52.498,vismem_search_builder_pavlovia,2020.1.2,Win32,60,1.461795
,,,v,1,,0,35,35,21,1,cmp_mountain_001_bear_001,S2_mountain_001_bear_001.jpg,0,blank.png,blank.png,stm_mountain_001_bear_001_003.png,stm_mountain_001_bear_001_013.png,stm_mountain_001_bear_001_010.png,stm_mountain_001_bear_001_005.png,blank.png,blank.png,blank.png,blank.png,1,2,4,4,7,v,900012,001,22,Male,DC,2020-04-10_15h53.52.498,vismem_search_builder_pavlovia,2020.1.2,Win32,60,2.70628
,,,v,1,,0,36,36,54,1,cmp_shelves_036_book_009,S4_shelves_036_book_009.jpg,0,blank.png,blank.png,book670.png,book778.png,book672.png,book674.png,book694.png,book660.png,book656.png,book688.png,0,4,8,8,7,v,900012,001,22,Male,DC,2020-04-10_15h53.52.498,vismem_search_builder_pavlovia,2020.1.2,Win32,60,2.22745
,,,v,1,,0,37,37,52,1,cmp_building_022_cat_009,S4_building_022_cat_009.jpg,0,blank.png,blank.png,cat1624.png,cat1707.png,cat1761.png,cat1792.png,cat1636.png,cat1650.png,cat1793.png,cat1757.png,0,4,8,8,7,v,900012,001,22,Male,DC,2020-04-10_15h53.52.498,vismem_search_builder_pavlovia,2020.1.2,Win32,60,2.87764
,,,v,0,,0,38,38,81,1,cmp_shelves_053_toys_012,S4_shelves_053_toys_012.jpg,1,motorcycle509.png,motorcycle509.png,airplane136.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,4,2,2,7,m,900012,001,22,Male,DC,2020-04-10_15h53.52.498,vismem_search_builder_pavlovia,2020.1.2,Win32,60,1.98512
,,,v,1,,0,39,39,50,1,cmp_shelves_038_book_011,S4_shelves_038_book_011.jpg,0,blank.png,blank.png,book546.png,book620.png,book1262.png,book634.png,book633.png,book1096.png,book1261.png,book1265.png,1,4,8,8,7,v,900012,001,22,Male,DC,2020-04-10_15h53.52.498,vismem_search_builder_pavlovia,2020.1.2,Win32,60,1.395505
,,,v,1,,0,40,40,72,1,cmp_building_006_person_003,S4_building_006_person_003.jpg,0,blank.png,blank.png,person311.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,4,1,1,7,v,900012,001,22,Male,DC,2020-04-10_15h53.52.498,vismem_search_builder_pavlovia,2020.1.2,Win32,60,2.4935
,,,v,0,,0,41,41,60,1,cmp_building_031_person_017,S4_building_031_person_017.jpg,1,person771.png,person771.png,person1039.png,person34.png,person512.png,person513.png,person58.png,person596.png,person842.png,blank.png,0,4,8,8,7,m,900012,001,22,Male,DC,2020-04-10_15h53.52.498,vismem_search_builder_pavlovia,2020.1.2,Win32,60,1.809545
,,,v,0,,0,42,42,101,1,cmp_building_051_bird_007,S8_building_051_bird_007.jpg,1,bird596.png,bird596.png,bird663.png,bird540.png,bird661.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,8,4,4,7,m,900012,001,22,Male,DC,2020-04-10_15h53.52.498,vismem_search_builder_pavlovia,2020.1.2,Win32,60,1.98541
,,,v,0,,0,43,43,61,1,cmp_building_042_dog_010,S4_building_042_dog_010.jpg,1,dog495.png,dog495.png,dog1126.png,dog1176.png,dog508.png,dog518.png,dog780.png,dog872.png,dog948.png,blank.png,0,4,8,8,7,m,900012,001,22,Male,DC,2020-04-10_15h53.52.498,vismem_search_builder_pavlovia,2020.1.2,Win32,60,2.51286
,,,v,1,,0,44,44,13,1,cmp_shelves_046_toys_005,S1_shelves_046_toys_005.jpg,0,blank.png,blank.png,bus321.png,airplane351.png,airplane381.png,bus323.png,blank.png,blank.png,blank.png,blank.png,0,1,4,4,7,v,900012,001,22,Male,DC,2020-04-10_15h53.52.498,vismem_search_builder_pavlovia,2020.1.2,Win32,60,1.434425
,,,v,1,,0,45,45,93,1,cmp_building_025_person_011,S4_building_025_person_011.jpg,0,blank.png,blank.png,person1266.png,person1352.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,4,2,2,7,v,900012,001,22,Male,DC,2020-04-10_15h53.52.498,vismem_search_builder_pavlovia,2020.1.2,Win32,60,1.30159
,,,m,1,,0,46,46,45,1,cmp_africansavanna_001_wildanimals_001,S4_africansavanna_001_wildanimals_001.jpg,1,bear384.png,bear384.png,elephant316.png,giraffe5.png,zebra221.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,4,4,4,7,m,900012,001,22,Male,DC,2020-04-10_15h53.52.498,vismem_search_builder_pavlovia,2020.1.2,Win32,60,3.061185
,,,m,0,,0,47,47,89,1,cmp_building_015_person_008,S4_building_015_person_008.jpg,0,blank.png,blank.png,person100.png,person108.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,4,2,2,7,v,900012,001,22,Male,DC,2020-04-10_15h53.52.498,vismem_search_builder_pavlovia,2020.1.2,Win32,60,1.99332
,,,m,1,,0,48,48,71,1,cmp_building_019_cat_006,S4_building_019_cat_006.jpg,1,cat997.png,cat997.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,4,1,1,7,m,900012,001,22,Male,DC,2020-04-10_15h53.52.498,vismem_search_builder_pavlovia,2020.1.2,Win32,60,1.25915
,,,v,0,,0,49,49,84,1,cmp_building_039_dog_007,S4_building_039_dog_007.jpg,1,dog519.png,dog519.png,dog592.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,4,2,2,7,m,900012,001,22,Male,DC,2020-04-10_15h53.52.498,vismem_search_builder_pavlovia,2020.1.2,Win32,60,1.8943
,,,,0,,0,50,50,76,1,cmp_shelves_042_toys_001,S4_shelves_042_toys_001.jpg,0,blank.png,blank.png,bus30.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,4,1,1,7,v,900012,001,22,Male,DC,2020-04-10_15h53.52.498,vismem_search_builder_pavlovia,2020.1.2,Win32,60,
,,,v,0,,0,51,51,33,1,cmp_shelves_039_book_012,S4_shelves_039_book_012.jpg,1,book1310.png,book1310.png,book1064.png,book1213.png,book172.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,4,4,4,7,m,900012,001,22,Male,DC,2020-04-10_15h53.52.498,vismem_search_builder_pavlovia,2020.1.2,Win32,60,0.79956
,,,v,1,,0,52,52,48,1,cmp_shelves_030_book_003,S4_shelves_030_book_003.jpg,0,blank.png,blank.png,book106.png,book150.png,book237.png,book549.png,book9.png,book417.png,book51.png,book396.png,1,4,8,8,7,v,900012,001,22,Male,DC,2020-04-10_15h53.52.498,vismem_search_builder_pavlovia,2020.1.2,Win32,60,1.5639
,,,v,1,,0,53,53,37,1,cmp_shelves_037_book_010,S4_shelves_037_book_010.jpg,0,blank.png,blank.png,book817.png,book1001.png,book344.png,book319.png,blank.png,blank.png,blank.png,blank.png,1,4,4,4,7,v,900012,001,22,Male,DC,2020-04-10_15h53.52.498,vismem_search_builder_pavlovia,2020.1.2,Win32,60,1.461695
,,,m,0,,0,54,54,107,1,cmp_shelves_020_remote_004,S8_shelves_020_remote_004.jpg,0,blank.png,blank.png,remote258.png,remote260.png,remote361.png,remote269.png,blank.png,blank.png,blank.png,blank.png,1,8,4,4,7,v,900012,001,22,Male,DC,2020-04-10_15h53.52.498,vismem_search_builder_pavlovia,2020.1.2,Win32,60,2.110555
,,,v,0,,0,55,55,82,1,cmp_building_049_bird_005,S4_building_049_bird_005.jpg,1,bird1082.png,bird1082.png,bird1040.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,4,2,2,7,m,900012,001,22,Male,DC,2020-04-10_15h53.52.498,vismem_search_builder_pavlovia,2020.1.2,Win32,60,1.74502
,,,v,0,,0,56,56,83,1,cmp_field_006_farmanimals_006,S4_field_006_farmanimals_006.jpg,1,sheep386.png,sheep386.png,cow128.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,4,2,2,7,m,900012,001,22,Male,DC,2020-04-10_15h53.52.498,vismem_search_builder_pavlovia,2020.1.2,Win32,60,2.711995
,,,v,1,,0,57,57,106,1,cmp_mountain_018_sheep_006,S8_mountain_018_sheep_006.jpg,0,blank.png,blank.png,sheep1610.png,sheep1647.png,sheep1786.png,sheep1673.png,blank.png,blank.png,blank.png,blank.png,1,8,4,4,7,v,900012,001,22,Male,DC,2020-04-10_15h53.52.498,vismem_search_builder_pavlovia,2020.1.2,Win32,60,1.810285
,,,m,1,,0,58,58,57,1,cmp_shelves_018_remote_002,S4_shelves_018_remote_002.jpg,1,remote63.png,remote63.png,remote23.png,remote38.png,remote48.png,remote65.png,remote71.png,remote82.png,remote19.png,blank.png,1,4,8,8,7,m,900012,001,22,Male,DC,2020-04-10_15h53.52.498,vismem_search_builder_pavlovia,2020.1.2,Win32,60,2.171635
,,,v,0,,0,59,59,99,1,cmp_mountain_025_cow_005,S8_mountain_025_cow_005.jpg,1,cow396.png,cow396.png,cow241.png,cow340.png,cow343.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,8,4,4,7,m,900012,001,22,Male,DC,2020-04-10_15h53.52.498,vismem_search_builder_pavlovia,2020.1.2,Win32,60,2.802345
,,,v,1,,0,60,60,15,1,cmp_mountain_019_sheep_007,S1_mountain_019_sheep_007.jpg,0,blank.png,blank.png,sheep46.png,sheep53.png,sheep128.png,sheep20.png,blank.png,blank.png,blank.png,blank.png,0,1,4,4,7,v,900012,001,22,Male,DC,2020-04-10_15h53.52.498,vismem_search_builder_pavlovia,2020.1.2,Win32,60,0.91211
,,,m,1,,0,61,61,100,1,cmp_shelves_016_cup_001,S8_shelves_016_cup_001.jpg,1,cup406.png,cup406.png,cup356.png,cup636.png,cup677.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,8,4,4,7,m,900012,001,22,Male,DC,2020-04-10_15h53.52.498,vismem_search_builder_pavlovia,2020.1.2,Win32,60,1.81551
,,,v,1,,0,62,62,92,1,cmp_building_024_person_010,S4_building_024_person_010.jpg,0,blank.png,blank.png,person1015.png,person1089.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,4,2,2,7,v,900012,001,22,Male,DC,2020-04-10_15h53.52.498,vismem_search_builder_pavlovia,2020.1.2,Win32,60,1.66611
,,,v,1,,0,63,63,10,1,cmp_building_020_cat_007,S1_building_020_cat_007.jpg,0,blank.png,blank.png,cat1553.png,cat1557.png,cat1569.png,cat1630.png,blank.png,blank.png,blank.png,blank.png,1,1,4,4,7,v,900012,001,22,Male,DC,2020-04-10_15h53.52.498,vismem_search_builder_pavlovia,2020.1.2,Win32,60,2.36075
,,,v,0,,0,64,64,44,1,cmp_shelves_001_pottedplant001,S4_shelves_001_pottedplant_001.jpg,1,stm_shelves_001_pottedplant_001_002.png,stm_shelves_001_pottedplant_001_002.png,stm_shelves_001_pottedplant_001_009.png,stm_shelves_001_pottedplant_001_014.png,stm_shelves_001_pottedplant_001_016.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,4,4,4,7,m,900012,001,22,Male,DC,2020-04-10_15h53.52.498,vismem_search_builder_pavlovia,2020.1.2,Win32,60,2.155465
,,,v,1,,0,65,65,109,1,cmp_building_023_cat_010,S8_building_023_cat_010.jpg,0,blank.png,blank.png,cat1497.png,cat1551.png,cat1592.png,cat1671.png,blank.png,blank.png,blank.png,blank.png,0,8,4,4,7,v,900012,001,22,Male,DC,2020-04-10_15h53.52.498,vismem_search_builder_pavlovia,2020.1.2,Win32,60,1.72925
,,,v,1,,0,66,66,104,1,cmp_shelves_040_book_013,S8_shelves_040_book_013.jpg,0,blank.png,blank.png,book477.png,book786.png,book915.png,book921.png,blank.png,blank.png,blank.png,blank.png,1,8,4,4,7,v,900012,001,22,Male,DC,2020-04-10_15h53.52.498,vismem_search_builder_pavlovia,2020.1.2,Win32,60,2.657615
,,,v,1,,0,67,67,36,1,cmp_field_001_farmanimals_007,S4_field_001_farmanimals_007.jpg,0,blank.png,blank.png,cow375.png,cow361.png,horse620.png,sheep317.png,blank.png,blank.png,blank.png,blank.png,1,4,4,4,7,v,900012,001,22,Male,DC,2020-04-10_15h53.52.498,vismem_search_builder_pavlovia,2020.1.2,Win32,60,1.917245
,,,m,1,,0,68,68,3,1,cmp_building_044_dog_012,S1_building_044_dog_012.jpg,1,dog1544.png,dog1544.png,dog1543.png,dog1592.png,dog1560.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,1,4,4,7,m,900012,001,22,Male,DC,2020-04-10_15h53.52.498,vismem_search_builder_pavlovia,2020.1.2,Win32,60,2.21363
,,,m,1,,0,69,69,32,1,cmp_shelves_032_book_005,S4_shelves_032_book_005.jpg,1,book466.png,book466.png,book22.png,book23.png,book513.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,4,4,4,7,m,900012,001,22,Male,DC,2020-04-10_15h53.52.498,vismem_search_builder_pavlovia,2020.1.2,Win32,60,1.065885
,,,m,1,,0,70,70,65,1,cmp_sky_004_kite_004,S4_sky_004_kite_004.jpg,1,kite630.png,kite630.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,4,1,1,7,m,900012,001,22,Male,DC,2020-04-10_15h53.52.498,vismem_search_builder_pavlovia,2020.1.2,Win32,60,2.32964
,,,v,1,,0,71,71,74,1,cmp_shelves_033_book_006,S4_shelves_033_book_006.jpg,0,blank.png,blank.png,book119.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,4,1,1,7,v,900012,001,22,Male,DC,2020-04-10_15h53.52.498,vismem_search_builder_pavlovia,2020.1.2,Win32,60,3.33979
,,,m,1,,0,72,72,0,1,cmp_shelves_044_toys_003,S1_shelves_044_toys_003.jpg,1,motorcycle341.png,motorcycle341.png,truck96.png,truck83.png,airplane19.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,1,4,4,7,m,900012,001,22,Male,DC,2020-04-10_15h53.52.498,vismem_search_builder_pavlovia,2020.1.2,Win32,60,0.811135
