random_ID,participant,session,age,gender,experimenter,date,expName,psychopyVersion,OS,frameRate
6668,218700,001,21,Female,DC,2020-04-08_12h54.52.125,vismem_search_builder_pavlovia,2020.1.2,MacIntel,60
