random_ID,key_resp_6.keys,key_resp_6.rt,Gender.keys,Gender.rt,key_resp.keys,key_resp.corr,key_resp.rt,key_resp_2.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,FILE_CMP_IMAGE,FILE_SEARCH_IMAGE,TARGET,TARGET_NAME,TARGET_MEM,D1,D2,D3,D4,D5,D6,D7,D8,CONTEXT,VISUAL_SET_SIZE,MEM_SET_SIZE,stDur_Mem,stDur_VS,corrAns,participant,age,date,expName,psychopyVersion,OS,frameRate,key_resp_end.keys,key_resp_end.rt
3288,y,8.518215,m,11.524595,m,0,2.73018,,0,0,0,30,1,cmp_mountain_010_sheep_002,S2_mountain_010_sheep_002.jpg,0,blank.png,blank.png,sheep1280.png,sheep1344.png,sheep1652.png,sheep1275.png,blank.png,blank.png,blank.png,blank.png,0,2,4,4,7,v,132814,26,2020-08-14_16h26.00.976,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,,
,,,,,v,1,2.54343,,0,1,1,75,1,cmp_jungle_011_bird_011,S4_jungle_011_bird_011.jpg,0,blank.png,blank.png,bird1369.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,4,1,1,7,v,132814,26,2020-08-14_16h26.00.976,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,,
,,,,,v,0,2.682125,,0,2,2,87,1,cmp_mountain_026_horse_001,S4_mountain_026_horse_001.jpg,1,horse815.png,horse815.png,horse1010.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,4,2,2,7,m,132814,26,2020-08-14_16h26.00.976,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,,
,,,,,m,1,1.15941,,0,3,3,64,1,cmp_stadium_001_person_001,S4_stadium_001_person_001.jpg,1,stadium_001_person_010.png,stadium_001_person_010.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,4,1,1,7,m,132814,26,2020-08-14_16h26.00.976,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,,
,,,,,v,1,2.658845,,0,4,4,51,1,cmp_shelves_023_teddybear_004,S4_shelves_023_teddybear_004.jpg,0,blank.png,blank.png,teddy bear487.png,teddy bear517.png,teddy bear521.png,teddy bear555.png,teddy bear637.png,teddy bear762.png,teddy bear725.png,teddy bear755.png,1,4,8,8,7,v,132814,26,2020-08-14_16h26.00.976,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,,
,,,,,v,0,4.379355,,0,5,5,101,1,cmp_building_051_bird_007,S8_building_051_bird_007.jpg,1,bird596.png,bird596.png,bird663.png,bird540.png,bird661.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,8,4,4,7,m,132814,26,2020-08-14_16h26.00.976,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,,
,,,,,m,1,1.566685,,0,6,6,85,1,cmp_building_030_person_016,S4_building_030_person_016.jpg,1,person1923.png,person1923.png,person1925.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,4,2,2,7,m,132814,26,2020-08-14_16h26.00.976,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,,
,,,,,v,1,1.71883,,0,7,7,79,1,cmp_shelves_048_toys_007,S4_shelves_048_toys_007.jpg,0,blank.png,blank.png,airplane180.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,4,1,1,7,v,132814,26,2020-08-14_16h26.00.976,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,,
,,,,,v,1,1.860795,,0,8,8,55,1,cmp_shelves_050_toys_009,S4_shelves_050_toys_009.jpg,0,blank.png,blank.png,airplane359.png,bus23.png,bus17.png,airplane364.png,airplane413.png,motorcycle306.png,airplane379.png,motorcycle660.png,0,4,8,8,7,v,132814,26,2020-08-14_16h26.00.976,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,,
,,,,,m,0,4.370085,,0,9,9,48,1,cmp_shelves_030_book_003,S4_shelves_030_book_003.jpg,0,blank.png,blank.png,book106.png,book150.png,book237.png,book549.png,book9.png,book417.png,book51.png,book396.png,1,4,8,8,7,v,132814,26,2020-08-14_16h26.00.976,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,,
