random_ID,key_resp_6.keys,key_resp_6.rt,Gender.keys,Gender.rt,key_resp.keys,key_resp.corr,key_resp.rt,key_resp_2.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,FILE_CMP_IMAGE,FILE_SEARCH_IMAGE,TARGET,TARGET_NAME,TARGET_MEM,D1,D2,D3,D4,D5,D6,D7,D8,CONTEXT,VISUAL_SET_SIZE,MEM_SET_SIZE,stDur_Mem,stDur_VS,corrAns,participant,age,date,expName,psychopyVersion,OS,frameRate,key_resp_end.keys,key_resp_end.rt
3601,y,55.594255,w,23.312855,v,1,4.9279,,0,0,0,13,1,cmp_shelves_046_toys_005,S1_shelves_046_toys_005.jpg,0,blank.png,blank.png,bus321.png,airplane351.png,airplane381.png,bus323.png,blank.png,blank.png,blank.png,blank.png,0,1,4,4,7,v,715732,23,2020-08-17_21h02.41.157,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,,
,,,,,v,1,0.17462,,0,1,1,76,1,cmp_shelves_042_toys_001,S4_shelves_042_toys_001.jpg,0,blank.png,blank.png,bus30.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,4,1,1,7,v,715732,23,2020-08-17_21h02.41.157,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,,
,,,,,m,1,3.898115,,0,2,2,102,1,cmp_building_003_person_001,S8_building_003_person_001.jpg,1,stm_building_003_person_001_005.png,stm_building_003_person_001_005.png,stm_building_003_person_001_013.png,stm_building_003_person_001_020.png,stm_building_003_person_001_014.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,8,4,4,7,m,715732,23,2020-08-17_21h02.41.157,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,,
,,,,,,0,,,0,3,3,19,1,cmp_building_004_sheep_001,S2_building_004_sheep_001.jpg,1,stm_building_004_sheep_001_009.png,stm_building_004_sheep_001_009.png,stm_building_004_sheep_001_014.png,stm_building_004_sheep_001_015.png,stm_building_004_sheep_001_010.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,2,4,4,7,m,715732,23,2020-08-17_21h02.41.157,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,,
,,,,,v,1,2.884385,,0,4,4,30,1,cmp_mountain_010_sheep_002,S2_mountain_010_sheep_002.jpg,0,blank.png,blank.png,sheep1280.png,sheep1344.png,sheep1652.png,sheep1275.png,blank.png,blank.png,blank.png,blank.png,0,2,4,4,7,v,715732,23,2020-08-17_21h02.41.157,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,,
,,,,,m,0,5.441955,,0,5,5,54,1,cmp_shelves_036_book_009,S4_shelves_036_book_009.jpg,0,blank.png,blank.png,book670.png,book778.png,book672.png,book674.png,book694.png,book660.png,book656.png,book688.png,0,4,8,8,7,v,715732,23,2020-08-17_21h02.41.157,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,,
,,,,,m,1,4.391025,,0,6,6,2,1,cmp_building_018_cat_005,S1_building_018_cat_005.jpg,1,cat1440.png,cat1440.png,cat1534.png,cat1396.png,cat1452.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,1,4,4,7,m,715732,23,2020-08-17_21h02.41.157,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,,
,,,,,,0,,,0,7,7,77,1,cmp_shelves_043_toys_002,S4_shelves_043_toys_002.jpg,0,blank.png,blank.png,car138.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,4,1,1,7,v,715732,23,2020-08-17_21h02.41.157,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,,
,,,,,m,1,2.769825,,0,8,8,87,1,cmp_mountain_026_horse_001,S4_mountain_026_horse_001.jpg,1,horse815.png,horse815.png,horse1010.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,4,2,2,7,m,715732,23,2020-08-17_21h02.41.157,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,,
,,,,,m,1,3.477885,,0,9,9,33,1,cmp_shelves_039_book_012,S4_shelves_039_book_012.jpg,1,book1310.png,book1310.png,book1064.png,book1213.png,book172.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,4,4,4,7,m,715732,23,2020-08-17_21h02.41.157,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,,
,,,,,v,0,5.18367,,0,10,10,81,1,cmp_shelves_053_toys_012,S4_shelves_053_toys_012.jpg,1,motorcycle509.png,motorcycle509.png,airplane136.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,4,2,2,7,m,715732,23,2020-08-17_21h02.41.157,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,,
,,,,,m,1,1.866615,,0,11,11,35,1,cmp_building_021_cat_008,S4_building_021_cat_008.jpg,1,cat1953.png,cat1953.png,cat1966.png,cat1835.png,cat1921.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,4,4,4,7,m,715732,23,2020-08-17_21h02.41.157,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,,
,,,,,v,1,4.119605,,0,12,12,23,1,cmp_mountain_009_horse _001,S2_mountain_009_horse _001.jpg,0,blank.png,blank.png,horse1643.png,horse1105.png,horse1725.png,horse1447.png,blank.png,blank.png,blank.png,blank.png,1,2,4,4,7,v,715732,23,2020-08-17_21h02.41.157,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,,
