random_ID,key_resp_6.keys,key_resp_6.rt,key_resp.keys,key_resp.corr,key_resp.rt,key_resp_2.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,FILE_CMP_IMAGE,FILE_SEARCH_IMAGE,TARGET,TARGET_NAME,TARGET_MEM,D1,D2,D3,D4,D5,D6,D7,D8,CONTEXT,VISUAL_SET_SIZE,MEM_SET_SIZE,stDur_Mem,stDur_VS,corrAns,participant,session,age,gender,experimenter,date,expName,psychopyVersion,OS,frameRate
8778,y,3.687345,m,0,1.81966,,0,0,0,52,1,cmp_building_022_cat_009,S4_building_022_cat_009.jpg,0,blank.png,blank.png,cat1624.png,cat1707.png,cat1761.png,cat1792.png,cat1636.png,cat1650.png,cat1793.png,cat1757.png,0,4,8,8,7,v,810954,001,22,M,DC,2020-04-08_05h40.37.919,vismem_search_builder_pavlovia,2020.1.2,MacIntel,60
,,,v,1,6.643835,,0,1,1,36,1,cmp_field_001_farmanimals_007,S4_field_001_farmanimals_007.jpg,0,blank.png,blank.png,cow375.png,cow361.png,horse620.png,sheep317.png,blank.png,blank.png,blank.png,blank.png,1,4,4,4,7,v,810954,001,22,M,DC,2020-04-08_05h40.37.919,vismem_search_builder_pavlovia,2020.1.2,MacIntel,60
,,,v,0,3.041645,,0,2,2,24,1,cmp_mountain_006_bear_002,S2_mountain_006_bear_002.jpg,1,bear688.png,bear688.png,bear4.png,bear71.png,bear72.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,2,4,4,7,m,810954,001,22,M,DC,2020-04-08_05h40.37.919,vismem_search_builder_pavlovia,2020.1.2,MacIntel,60
,,,m,1,1.106055,,0,3,3,46,1,cmp_jungle_001_bird_001.jpg,S4_jungle_001_bird_001.jpg,1,stm_jungle_001_bird_001_007.png,stm_jungle_001_bird_001_007.png,stm_jungle_001_bird_001_010.png,stm_jungle_001_bird_001_015.png,stm_jungle_001_bird_001_005.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,4,4,4,7,m,810954,001,22,M,DC,2020-04-08_05h40.37.919,vismem_search_builder_pavlovia,2020.1.2,MacIntel,60
,,,v,0,2.095965,,0,4,4,29,1,cmp_mountain_005_farmanimals_001,S2_mountain_005_farmanimals_001.jpg,1,sheep564.png,sheep564.png,cow367.png,horse126.png,cow325.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,2,4,4,7,m,810954,001,22,M,DC,2020-04-08_05h40.37.919,vismem_search_builder_pavlovia,2020.1.2,MacIntel,60
,,,v,1,4.721105,,0,5,5,104,1,cmp_shelves_040_book_013,S8_shelves_040_book_013.jpg,0,blank.png,blank.png,book477.png,book786.png,book915.png,book921.png,blank.png,blank.png,blank.png,blank.png,1,8,4,4,7,v,810954,001,22,M,DC,2020-04-08_05h40.37.919,vismem_search_builder_pavlovia,2020.1.2,MacIntel,60
,,,v,1,4.129355,,0,6,6,9,1,cmp_building_026_person_012,S1_building_026_person_012.jpg,0,blank.png,blank.png,person150.png,person390.png,person137.png,person140.png,blank.png,blank.png,blank.png,blank.png,1,1,4,4,7,v,810954,001,22,M,DC,2020-04-08_05h40.37.919,vismem_search_builder_pavlovia,2020.1.2,MacIntel,60
,,,v,1,6.63578,,0,7,7,110,1,cmp_mountain_016_sheep_004,S8_mountain_016_sheep_004.jpg,0,blank.png,blank.png,sheep1420.png,sheep1560.png,sheep1768.png,sheep1774.png,blank.png,blank.png,blank.png,blank.png,0,8,4,4,7,v,810954,001,22,M,DC,2020-04-08_05h40.37.919,vismem_search_builder_pavlovia,2020.1.2,MacIntel,60
,,,v,1,3.861555,,0,8,8,10,1,cmp_building_020_cat_007,S1_building_020_cat_007.jpg,0,blank.png,blank.png,cat1553.png,cat1557.png,cat1569.png,cat1630.png,blank.png,blank.png,blank.png,blank.png,1,1,4,4,7,v,810954,001,22,M,DC,2020-04-08_05h40.37.919,vismem_search_builder_pavlovia,2020.1.2,MacIntel,60
,,,v,0,4.801235,,0,9,9,101,1,cmp_building_051_bird_007,S8_building_051_bird_007.jpg,1,bird596.png,bird596.png,bird663.png,bird540.png,bird661.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,8,4,4,7,m,810954,001,22,M,DC,2020-04-08_05h40.37.919,vismem_search_builder_pavlovia,2020.1.2,MacIntel,60
,,,m,1,4.347365,,0,10,10,44,1,cmp_shelves_001_pottedplant001,S4_shelves_001_pottedplant_001.jpg,1,stm_shelves_001_pottedplant_001_002.png,stm_shelves_001_pottedplant_001_002.png,stm_shelves_001_pottedplant_001_009.png,stm_shelves_001_pottedplant_001_014.png,stm_shelves_001_pottedplant_001_016.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,4,4,4,7,m,810954,001,22,M,DC,2020-04-08_05h40.37.919,vismem_search_builder_pavlovia,2020.1.2,MacIntel,60
,,,m,1,1.54477,,0,11,11,96,1,cmp_building_005_person_002,S8_building_005_person_002.jpg,1,person546.png,person546.png,person248.png,person303.png,person367.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,8,4,4,7,m,810954,001,22,M,DC,2020-04-08_05h40.37.919,vismem_search_builder_pavlovia,2020.1.2,MacIntel,60
,,,m,1,1.86761,,0,12,12,82,1,cmp_building_049_bird_005,S4_building_049_bird_005.jpg,1,bird1082.png,bird1082.png,bird1040.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,4,2,2,7,m,810954,001,22,M,DC,2020-04-08_05h40.37.919,vismem_search_builder_pavlovia,2020.1.2,MacIntel,60
,,,m,1,2.353565,,0,13,13,35,1,cmp_building_021_cat_008,S4_building_021_cat_008.jpg,1,cat1953.png,cat1953.png,cat1966.png,cat1835.png,cat1921.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,4,4,4,7,m,810954,001,22,M,DC,2020-04-08_05h40.37.919,vismem_search_builder_pavlovia,2020.1.2,MacIntel,60
,,,v,1,3.555205,,0,14,14,40,1,cmp_mountain_003_cow_001,S4_mountain_003_cow_001.jpg,0,blank.png,blank.png,cow77.png,cow241.png,cow192.png,cow256.png,blank.png,blank.png,blank.png,blank.png,0,4,4,4,7,v,810954,001,22,M,DC,2020-04-08_05h40.37.919,vismem_search_builder_pavlovia,2020.1.2,MacIntel,60
,,,v,1,2.90374,,0,15,15,51,1,cmp_shelves_023_teddybear_004,S4_shelves_023_teddybear_004.jpg,0,blank.png,blank.png,teddy bear487.png,teddy bear517.png,teddy bear521.png,teddy bear555.png,teddy bear637.png,teddy bear762.png,teddy bear725.png,teddy bear755.png,1,4,8,8,7,v,810954,001,22,M,DC,2020-04-08_05h40.37.919,vismem_search_builder_pavlovia,2020.1.2,MacIntel,60
