random_ID,key_resp_6.keys,key_resp_6.rt,Gender.keys,Gender.rt,key_resp.keys,key_resp.corr,key_resp_2.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,FILE_CMP_IMAGE,FILE_SEARCH_IMAGE,TARGET,TARGET_NAME,TARGET_MEM,D1,D2,D3,D4,D5,D6,D7,D8,CONTEXT,VISUAL_SET_SIZE,MEM_SET_SIZE,stDur_Mem,stDur_VS,corrAns,participant,age,date,expName,psychopyVersion,OS,frameRate
3610,y,12.31961,w,4.223585,,0,,0,0,0,51,1,cmp_shelves_023_teddybear_004,S4_shelves_023_teddybear_004.jpg,0,blank.png,blank.png,teddy bear487.png,teddy bear517.png,teddy bear521.png,teddy bear555.png,teddy bear637.png,teddy bear762.png,teddy bear725.png,teddy bear755.png,1,4,8,8,7,v,00000,23,2020-08-20_20h14.10.815,vismem_search_builder_pavlovia2,2020.1.2,MacIntel,60
,,,,,,0,,0,1,1,72,1,cmp_building_006_person_003,S4_building_006_person_003.jpg,0,blank.png,blank.png,person311.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,4,1,1,7,v,00000,23,2020-08-20_20h14.10.815,vismem_search_builder_pavlovia2,2020.1.2,MacIntel,60
,,,,,,0,,0,2,2,27,1,cmp_shelves_008_fruitvegetal_001,S2_shelves_008_fruitvegetal_001.jpg,1,carrot46.png,carrot46.png,broccoli85.png,apple473.png,orange138.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,2,4,4,7,m,00000,23,2020-08-20_20h14.10.815,vismem_search_builder_pavlovia2,2020.1.2,MacIntel,60
,,,,,,0,,0,3,3,28,1,cmp_field_002_farmanimals_002,S2_field_002_farmanimals_002.jpg,0,blank.png,blank.png,cow120.png,cow65.png,horse126.png,cow325.png,blank.png,blank.png,blank.png,blank.png,0,2,4,4,7,v,00000,23,2020-08-20_20h14.10.815,vismem_search_builder_pavlovia2,2020.1.2,MacIntel,60
,,,,,,0,,0,4,4,96,1,cmp_building_005_person_002,S8_building_005_person_002.jpg,1,person546.png,person546.png,person248.png,person303.png,person367.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,8,4,4,7,m,00000,23,2020-08-20_20h14.10.815,vismem_search_builder_pavlovia2,2020.1.2,MacIntel,60
,,,,,,0,,0,5,5,35,1,cmp_building_021_cat_008,S4_building_021_cat_008.jpg,1,cat1953.png,cat1953.png,cat1966.png,cat1835.png,cat1921.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,4,4,4,7,m,00000,23,2020-08-20_20h14.10.815,vismem_search_builder_pavlovia2,2020.1.2,MacIntel,60
,,,,,,0,,0,6,6,85,1,cmp_building_030_person_016,S4_building_030_person_016.jpg,1,person1923.png,person1923.png,person1925.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,4,2,2,7,m,00000,23,2020-08-20_20h14.10.815,vismem_search_builder_pavlovia2,2020.1.2,MacIntel,60
,,,,,,0,,0,7,7,88,1,cmp_building_014_person_007,S4_building_014_person_007.jpg,0,blank.png,blank.png,person120.png,person198.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,4,2,2,7,v,00000,23,2020-08-20_20h14.10.815,vismem_search_builder_pavlovia2,2020.1.2,MacIntel,60
,,,,,,0,,0,8,8,107,1,cmp_shelves_020_remote_004,S8_shelves_020_remote_004.jpg,0,blank.png,blank.png,remote258.png,remote260.png,remote361.png,remote269.png,blank.png,blank.png,blank.png,blank.png,1,8,4,4,7,v,00000,23,2020-08-20_20h14.10.815,vismem_search_builder_pavlovia2,2020.1.2,MacIntel,60
,,,,,,0,,0,9,9,103,1,cmp_shelves_014_bottle_003,S8_shelves_014_bottle_003.jpg,1,bottle244.png,bottle244.png,bottle465.png,bottle409.png,bottle197.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,8,4,4,7,m,00000,23,2020-08-20_20h14.10.815,vismem_search_builder_pavlovia2,2020.1.2,MacIntel,60
