random_ID,key_resp_6.keys,key_resp_6.rt,Gender.keys,Gender.rt,key_resp.keys,key_resp.corr,key_resp_2.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,FILE_CMP_IMAGE,FILE_SEARCH_IMAGE,TARGET,TARGET_NAME,TARGET_MEM,D1,D2,D3,D4,D5,D6,D7,D8,CONTEXT,VISUAL_SET_SIZE,MEM_SET_SIZE,stDur_Mem,stDur_VS,corrAns,participant,age,date,expName,psychopyVersion,OS,frameRate
,,,,,,0,,0,10,10,39,1,cmp_mountain_017_sheep_005,S4_mountain_017_sheep_005.jpg,0,blank.png,blank.png,sheep1498.png,sheep1552.png,sheep1422.png,sheep1597.png,blank.png,blank.png,blank.png,blank.png,1,4,4,4,7,v,00000,23,2020-08-20_20h14.10.815,vismem_search_builder_pavlovia2,2020.1.2,MacIntel,60
,,,,,,0,,0,11,11,59,1,cmp_field_004_farmanimals_004,S4_field_004_farmanimals_004.jpg,1,horse205.png,horse205.png,horse7.png,sheep103.png,sheep106.png,cow69.png,cow232.png,cow15.png,sheep3.png,blank.png,1,4,8,8,7,m,00000,23,2020-08-20_20h14.10.815,vismem_search_builder_pavlovia2,2020.1.2,MacIntel,60
,,,,,,0,,0,12,12,38,1,cmp_building_047_bird_003,S4_building_047_bird_003.jpg,0,bird370.png,blank.png,bird417.png,bird489.png,bird389.png,bird358.png,blank.png,blank.png,blank.png,blank.png,1,4,4,4,7,v,00000,23,2020-08-20_20h14.10.815,vismem_search_builder_pavlovia2,2020.1.2,MacIntel,60
,,,,,,0,,0,13,13,95,1,cmp_mountain_013_bird_001,S4_mountain_013_bird_001.jpg,0,blank.png,blank.png,bird152.png,bird403.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,4,2,2,7,v,00000,23,2020-08-20_20h14.10.815,vismem_search_builder_pavlovia2,2020.1.2,MacIntel,60
,,,,,,0,,0,14,14,82,1,cmp_building_049_bird_005,S4_building_049_bird_005.jpg,1,bird1082.png,bird1082.png,bird1040.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,4,2,2,7,m,00000,23,2020-08-20_20h14.10.815,vismem_search_builder_pavlovia2,2020.1.2,MacIntel,60
,,,,,,0,,0,15,15,8,1,cmp_shelves_026_vase_002,S1_shelves_026_vase_002.jpg,0,blank.png,blank.png,vase179.png,vase975.png,vase1032.png,vase556.png,blank.png,blank.png,blank.png,blank.png,1,1,4,4,7,v,00000,23,2020-08-20_20h14.10.815,vismem_search_builder_pavlovia2,2020.1.2,MacIntel,60
,,,,,,0,,0,16,16,69,1,cmp_sky_003_kite_003,S4_sky_003_kite_003.jpg,1,kite624.png,kite624.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,4,1,1,7,m,00000,23,2020-08-20_20h14.10.815,vismem_search_builder_pavlovia2,2020.1.2,MacIntel,60
,,,,,,0,,0,17,17,44,1,cmp_shelves_001_pottedplant001,S4_shelves_001_pottedplant_001.jpg,1,stm_shelves_001_pottedplant_001_002.png,stm_shelves_001_pottedplant_001_002.png,stm_shelves_001_pottedplant_001_009.png,stm_shelves_001_pottedplant_001_014.png,stm_shelves_001_pottedplant_001_016.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,4,4,4,7,m,00000,23,2020-08-20_20h14.10.815,vismem_search_builder_pavlovia2,2020.1.2,MacIntel,60
,,,,,,0,,0,18,18,32,1,cmp_shelves_032_book_005,S4_shelves_032_book_005.jpg,1,book466.png,book466.png,book22.png,book23.png,book513.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,4,4,4,7,m,00000,23,2020-08-20_20h14.10.815,vismem_search_builder_pavlovia2,2020.1.2,MacIntel,60
,,,,,,0,,0,19,19,34,1,cmp_building_001_dog_001,S4_building_001_dog_001.jpg,1,stm_builging_001_dog_001_010.png,stm_builging_001_dog_001_010.png,stm_builging_001_dog_001_006.png,stm_builging_001_dog_001_012.png,stm_builging_001_dog_001_015.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,4,4,4,7,m,00000,23,2020-08-20_20h14.10.815,vismem_search_builder_pavlovia2,2020.1.2,MacIntel,60
,,,,,,0,,0,20,20,25,1,cmp_mountain_004_sheep_001,S2_mountain_004_sheep_001.jpg,0,blank.png,blank.png,sheep662.png,sheep796.png,sheep858.png,sheep875.png,blank.png,blank.png,blank.png,blank.png,0,2,4,4,7,v,00000,23,2020-08-20_20h14.10.815,vismem_search_builder_pavlovia2,2020.1.2,MacIntel,60
,,,,,,0,,0,21,21,20,1,cmp_jungle_004_bird_004,S2_jungle_004_bird_004.jpg,0,blank.png,blank.png,bird224.png,bird133.png,bird244.png,bird131.png,blank.png,blank.png,blank.png,blank.png,1,2,4,4,7,v,00000,23,2020-08-20_20h14.10.815,vismem_search_builder_pavlovia2,2020.1.2,MacIntel,60
,,,,,,0,,0,22,22,67,1,cmp_field_008_farmanimals_008,S4_field_008_farmanimals_008.jpg,1,sheep913.png,sheep913.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,4,1,1,7,m,00000,23,2020-08-20_20h14.10.815,vismem_search_builder_pavlovia2,2020.1.2,MacIntel,60
,,,,,,0,,0,23,23,97,1,cmp_shelves_031_book_004,S8_shelves_031_book_004.jpg,1,book1164.png,book1164.png,book692.png,book935.png,book499.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,8,4,4,7,m,00000,23,2020-08-20_20h14.10.815,vismem_search_builder_pavlovia2,2020.1.2,MacIntel,60
,,,,,,0,,0,24,24,45,1,cmp_africansavanna_001_wildanimals_001,S4_africansavanna_001_wildanimals_001.jpg,1,bear384.png,bear384.png,elephant316.png,giraffe5.png,zebra221.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,4,4,4,7,m,00000,23,2020-08-20_20h14.10.815,vismem_search_builder_pavlovia2,2020.1.2,MacIntel,60
,,,,,,0,,0,25,25,23,1,cmp_mountain_009_horse _001,S2_mountain_009_horse _001.jpg,0,blank.png,blank.png,horse1643.png,horse1105.png,horse1725.png,horse1447.png,blank.png,blank.png,blank.png,blank.png,1,2,4,4,7,v,00000,23,2020-08-20_20h14.10.815,vismem_search_builder_pavlovia2,2020.1.2,MacIntel,60
,,,,,,0,,0,26,26,56,1,cmp_shelves_027_vase_003,S4_shelves_027_vase_003.jpg,1,vase549.png,vase549.png,vase127.png,vase136.png,vase162.png,vase330.png,vase602.png,vase640.png,vase654.png,blank.png,1,4,8,8,7,m,00000,23,2020-08-20_20h14.10.815,vismem_search_builder_pavlovia2,2020.1.2,MacIntel,60
,,,,,,0,,0,27,27,26,1,cmp_mountain_011_bear_003,S2_mountain_011_bear_003.jpg,1,bear46.png,bear46.png,bear145.png,bear70.png,bear215.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,2,4,4,7,m,00000,23,2020-08-20_20h14.10.815,vismem_search_builder_pavlovia2,2020.1.2,MacIntel,60
,,,,,,0,,0,28,28,15,1,cmp_mountain_019_sheep_007,S1_mountain_019_sheep_007.jpg,0,blank.png,blank.png,sheep46.png,sheep53.png,sheep128.png,sheep20.png,blank.png,blank.png,blank.png,blank.png,0,1,4,4,7,v,00000,23,2020-08-20_20h14.10.815,vismem_search_builder_pavlovia2,2020.1.2,MacIntel,60
