random_ID,key_resp_6.keys,key_resp_6.rt,Gender.keys,Gender.rt,key_resp.keys,key_resp.corr,key_resp_2.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,FILE_CMP_IMAGE,FILE_SEARCH_IMAGE,TARGET,TARGET_NAME,TARGET_MEM,D1,D2,D3,D4,D5,D6,D7,D8,CONTEXT,VISUAL_SET_SIZE,MEM_SET_SIZE,stDur_Mem,stDur_VS,corrAns,participant,age,date,expName,psychopyVersion,OS,frameRate,key_resp.rt,key_resp_end.keys,key_resp_end.rt
1730,y,42.22621,m,12.95035,,0,,0,0,0,90,1,cmp_building_032_cat_011,S4_building_032_cat_011.jpg,0,blank.png,blank.png,cat206.png,cat219.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,4,2,2,7,v,777540,23,2020-08-05_09h36.53.913,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,,,
,,,,,m,1,,0,1,1,5,1,cmp_building_033_cat_012,S1_building_033_cat_012.jpg,1,cat1997.png,cat1997.png,cat1953.png,cat1921.png,cat1927.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,1,4,4,7,m,777540,23,2020-08-05_09h36.53.913,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,5.23277,,
,,,,,m,0,,0,2,2,52,1,cmp_building_022_cat_009,S4_building_022_cat_009.jpg,0,blank.png,blank.png,cat1624.png,cat1707.png,cat1761.png,cat1792.png,cat1636.png,cat1650.png,cat1793.png,cat1757.png,0,4,8,8,7,v,777540,23,2020-08-05_09h36.53.913,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,4.023375,,
,,,,,m,1,,0,3,3,1,1,cmp_building_028_person_014,S1_building_028_person_014.jpg,1,person1293.png,person1293.png,person1501.png,person1447.png,person1485.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,1,4,4,7,m,777540,23,2020-08-05_09h36.53.913,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,3.37415,,
,,,,,m,0,,0,4,4,51,1,cmp_shelves_023_teddybear_004,S4_shelves_023_teddybear_004.jpg,0,blank.png,blank.png,teddy bear487.png,teddy bear517.png,teddy bear521.png,teddy bear555.png,teddy bear637.png,teddy bear762.png,teddy bear725.png,teddy bear755.png,1,4,8,8,7,v,777540,23,2020-08-05_09h36.53.913,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,3.019925,,
,,,,,m,1,,0,5,5,81,1,cmp_shelves_053_toys_012,S4_shelves_053_toys_012.jpg,1,motorcycle509.png,motorcycle509.png,airplane136.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,4,2,2,7,m,777540,23,2020-08-05_09h36.53.913,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,2.870045,,
,,,,,m,0,,0,6,6,41,1,cmp_africansavanna_003_wildanimals_003,S4_africansavanna_003_wildanimals_003.jpg,0,blank.png,blank.png,elephant449.png,giraffe169.png,zebra311.png,giraffe738.png,blank.png,blank.png,blank.png,blank.png,0,4,4,4,7,v,777540,23,2020-08-05_09h36.53.913,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,3.525455,,
,,,,,m,1,,0,7,7,83,1,cmp_field_006_farmanimals_006,S4_field_006_farmanimals_006.jpg,1,sheep386.png,sheep386.png,cow128.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,4,2,2,7,m,777540,23,2020-08-05_09h36.53.913,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,1.59496,,
,,,,,m,1,,0,8,8,24,1,cmp_mountain_006_bear_002,S2_mountain_006_bear_002.jpg,1,bear688.png,bear688.png,bear4.png,bear71.png,bear72.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,2,4,4,7,m,777540,23,2020-08-05_09h36.53.913,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,2.24346,,
,,,,,v,1,,0,9,9,28,1,cmp_field_002_farmanimals_002,S2_field_002_farmanimals_002.jpg,0,blank.png,blank.png,cow120.png,cow65.png,horse126.png,cow325.png,blank.png,blank.png,blank.png,blank.png,0,2,4,4,7,v,777540,23,2020-08-05_09h36.53.913,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,1.70726,,
,,,,,v,1,,0,10,10,13,1,cmp_shelves_046_toys_005,S1_shelves_046_toys_005.jpg,0,blank.png,blank.png,bus321.png,airplane351.png,airplane381.png,bus323.png,blank.png,blank.png,blank.png,blank.png,0,1,4,4,7,v,777540,23,2020-08-05_09h36.53.913,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,1.75346,,
,,,,,m,0,,0,11,11,48,1,cmp_shelves_030_book_003,S4_shelves_030_book_003.jpg,0,blank.png,blank.png,book106.png,book150.png,book237.png,book549.png,book9.png,book417.png,book51.png,book396.png,1,4,8,8,7,v,777540,23,2020-08-05_09h36.53.913,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,4.772835,,
,,,,,v,1,,0,12,12,91,1,cmp_building_017_cat_004,S4_building_017_cat_004.jpg,0,blank.png,blank.png,cat800.png,cat830.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,4,2,2,7,v,777540,23,2020-08-05_09h36.53.913,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,4.870735,,
,,,,,m,0,,0,13,13,55,1,cmp_shelves_050_toys_009,S4_shelves_050_toys_009.jpg,0,blank.png,blank.png,airplane359.png,bus23.png,bus17.png,airplane364.png,airplane413.png,motorcycle306.png,airplane379.png,motorcycle660.png,0,4,8,8,7,v,777540,23,2020-08-05_09h36.53.913,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,2.448095,,
,,,,,m,1,,0,14,14,68,1,cmp_building_010_cat_002,S4_building_010_cat_002.jpg,1,cat105.png,cat105.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,4,1,1,7,m,777540,23,2020-08-05_09h36.53.913,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,1.3106,,
,,,,,v,0,,0,15,15,26,1,cmp_mountain_011_bear_003,S2_mountain_011_bear_003.jpg,1,bear46.png,bear46.png,bear145.png,bear70.png,bear215.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,2,4,4,7,m,777540,23,2020-08-05_09h36.53.913,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,1.6945,,
,,,,,m,1,,0,16,16,18,1,cmp_building_052_bird_008,S2_building_052_bird_008.jpg,1,bird936.png,bird936.png,bird927.png,bird935.png,bird938.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,2,4,4,7,m,777540,23,2020-08-05_09h36.53.913,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,1.5744,,
