key_resp_6.keys,key_resp_6.rt,Gender.keys,Gender.rt,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,CDT_trials_train.thisRepN,CDT_trials_train.thisTrialN,CDT_trials_train.thisN,CDT_trials_train.thisIndex,CDT_trials_train.ran,trialnum,condit,stimamt,stim1posx,stim1posy,stim1col,stim1opa,stim2posx,stim2posy,stim2col,stim2opa,stim3posx,stim3posy,stim3col,stim3opa,stim4posx,stim4posy,stim4col,stim4opa,stim5posx,stim5posy,stim5col,stim5opa,stim6posx,stim6posy,stim6col,stim6opa,stim7posx,stim7posy,stim7col,stim7opa,stim8posx,stim8posy,stim8col,stim8opa,stimsizex,stimsizey,stimdur,targetposx,targetposy,targetcol,corrAns,participant,age,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.corr,key_resp.rt,CDT_trials.thisRepN,CDT_trials.thisTrialN,CDT_trials.thisN,CDT_trials.thisIndex,CDT_trials.ran,trialResp_Train.keys,trialResp_Train.corr,GNGtrials_train.thisRepN,GNGtrials_train.thisTrialN,GNGtrials_train.thisN,GNGtrials_train.thisIndex,GNGtrials_train.ran,orangeOpacity,blueOpacity,trialResp_Train.rt,trialResp.keys,trialResp.corr,GNG_trials_1.thisRepN,GNG_trials_1.thisTrialN,GNG_trials_1.thisN,GNG_trials_1.thisIndex,GNG_trials_1.ran,trialResp.rt,GNG_trials_2.thisRepN,GNG_trials_2.thisTrialN,GNG_trials_2.thisN,GNG_trials_2.thisIndex,GNG_trials_2.ran,GNG_trials_3.thisRepN,GNG_trials_3.thisTrialN,GNG_trials_3.thisN,GNG_trials_3.thisIndex,GNG_trials_3.ran,slider_2.response,slider_2.rt,engprof_trials.thisRepN,engprof_trials.thisTrialN,engprof_trials.thisN,engprof_trials.thisIndex,engprof_trials.ran,qpnumber,qproficiency,slider.response,slider.rt,IUS12_trials.thisRepN,IUS12_trials.thisTrialN,IUS12_trials.thisN,IUS12_trials.thisIndex,IUS12_trials.ran,qnumber,qenglish,key_resp_end.keys,key_resp_end.rt
,,,,,,,,,,,,25,same,4,0.41,0.27,cyan,1,0.27,-0.27,yellow,1,-0.41,-0.14,black,1,-0.14,0.27,blue,1,0.41,0.14,green,0,0.14,-0.41,magenta,0,-0.41,-0.41,orange,0,-0.27,0.41,red,0,0.05,0.05,0.15,0.27,-0.27,yellow,k,101913,26,2020-08-05_23h02.53.540,CDT_GNG_IUS12,2020.1.2,Win32,60,k,1,2.294675,0,40,40,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,41,different,4,0.41,0.41,green,1,0.27,-0.41,orange,1,-0.27,-0.41,black,1,-0.27,0.41,magenta,1,0.14,0.41,cyan,0,0.41,-0.27,blue,0,-0.14,-0.27,red,0,-0.27,0.14,yellow,0,0.05,0.05,0.15,-0.27,-0.41,cyan,l,101913,26,2020-08-05_23h02.53.540,CDT_GNG_IUS12,2020.1.2,Win32,60,l,1,0.63355,0,41,41,40,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,82,same,8,0.27,0.41,yellow,1,0.14,-0.14,magenta,1,-0.14,-0.14,orange,1,-0.14,0.41,black,1,0.14,0.41,red,1,0.27,-0.14,green,1,-0.27,-0.27,cyan,1,-0.41,0.41,blue,1,0.05,0.05,0.15,0.14,-0.14,magenta,k,101913,26,2020-08-05_23h02.53.540,CDT_GNG_IUS12,2020.1.2,Win32,60,k,1,1.63374,0,42,42,81,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,111,different,8,0.27,0.14,red,1,0.41,-0.27,green,1,-0.27,-0.14,yellow,1,-0.14,0.14,orange,1,0.41,0.41,black,1,0.27,-0.27,cyan,1,-0.27,-0.41,blue,1,-0.27,0.14,magenta,1,0.05,0.05,0.15,-0.27,-0.41,red,l,101913,26,2020-08-05_23h02.53.540,CDT_GNG_IUS12,2020.1.2,Win32,60,l,1,2.33508,0,43,43,110,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12,same,4,0.14,0.41,red,1,0.14,-0.41,green,1,-0.41,-0.41,black,1,-0.27,0.27,cyan,1,0.27,0.41,magenta,0,0.41,-0.14,orange,0,-0.27,-0.41,yellow,0,-0.41,0.27,blue,0,0.05,0.05,0.15,-0.41,-0.41,black,k,101913,26,2020-08-05_23h02.53.540,CDT_GNG_IUS12,2020.1.2,Win32,60,k,1,0.817415,0,44,44,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,34,different,4,0.14,0.14,cyan,1,0.14,-0.14,magenta,1,-0.41,-0.41,black,1,-0.41,0.14,yellow,1,0.27,0.27,orange,0,0.14,-0.41,green,0,-0.41,-0.14,red,0,-0.14,0.14,blue,0,0.05,0.05,0.15,0.14,-0.14,cyan,l,101913,26,2020-08-05_23h02.53.540,CDT_GNG_IUS12,2020.1.2,Win32,60,l,1,2.588945,0,45,45,33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,120,different,8,0.41,0.41,blue,1,0.14,-0.14,magenta,1,-0.27,-0.27,cyan,1,-0.27,0.41,orange,1,0.27,0.41,yellow,1,0.14,-0.41,red,1,-0.14,-0.27,green,1,-0.14,0.41,black,1,0.05,0.05,0.15,-0.14,0.41,orange,l,101913,26,2020-08-05_23h02.53.540,CDT_GNG_IUS12,2020.1.2,Win32,60,l,1,1.692745,0,46,46,119,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,78,same,8,0.41,0.14,green,1,0.14,-0.27,magenta,1,-0.41,-0.27,blue,1,-0.41,0.41,black,1,0.41,0.27,cyan,1,0.41,-0.14,orange,1,-0.14,-0.41,yellow,1,-0.14,0.41,red,1,0.05,0.05,0.15,-0.41,-0.27,blue,k,101913,26,2020-08-05_23h02.53.540,CDT_GNG_IUS12,2020.1.2,Win32,60,l,0,2.229045,0,47,47,77,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,53,different,4,0.14,0.27,cyan,1,0.41,-0.14,yellow,1,-0.41,-0.41,green,1,-0.14,0.41,black,1,0.41,0.27,red,0,0.14,-0.14,magenta,0,-0.27,-0.27,blue,0,-0.27,0.27,orange,0,0.05,0.05,0.15,0.14,0.27,blue,l,101913,26,2020-08-05_23h02.53.540,CDT_GNG_IUS12,2020.1.2,Win32,60,k,0,2.540715,0,48,48,52,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,48,different,4,0.14,0.27,red,1,0.27,-0.14,yellow,1,-0.27,-0.41,magenta,1,-0.41,0.14,green,1,0.14,0.14,orange,0,0.41,-0.14,cyan,0,-0.27,-0.27,black,0,-0.41,0.41,blue,0,0.05,0.05,0.15,0.14,0.27,blue,l,101913,26,2020-08-05_23h02.53.540,CDT_GNG_IUS12,2020.1.2,Win32,60,l,1,2.479565,0,49,49,47,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,85,same,8,0.14,0.41,green,1,0.14,-0.41,magenta,1,-0.41,-0.14,black,1,-0.14,0.27,blue,1,0.27,0.27,orange,1,0.41,-0.41,red,1,-0.27,-0.14,cyan,1,-0.41,0.27,yellow,1,0.05,0.05,0.15,0.27,0.27,orange,k,101913,26,2020-08-05_23h02.53.540,CDT_GNG_IUS12,2020.1.2,Win32,60,k,1,1.92288,0,50,50,84,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,58,different,4,0.14,0.41,blue,1,0.14,-0.14,black,1,-0.14,-0.14,yellow,1,-0.27,0.41,magenta,1,0.27,0.41,red,0,0.14,-0.27,cyan,0,-0.41,-0.27,orange,0,-0.27,0.27,green,0,0.05,0.05,0.15,0.14,0.41,yellow,l,101913,26,2020-08-05_23h02.53.540,CDT_GNG_IUS12,2020.1.2,Win32,60,l,1,1.312175,0,51,51,57,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,107,different,8,0.27,0.41,green,1,0.27,-0.41,cyan,1,-0.41,-0.41,black,1,-0.14,0.41,blue,1,0.14,0.14,red,1,0.27,-0.27,yellow,1,-0.14,-0.41,magenta,1,-0.14,0.14,orange,1,0.05,0.05,0.15,-0.14,0.14,black,l,101913,26,2020-08-05_23h02.53.540,CDT_GNG_IUS12,2020.1.2,Win32,60,l,1,1.337805,0,52,52,106,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,37,different,4,0.41,0.41,yellow,1,0.27,-0.14,black,1,-0.14,-0.14,orange,1,-0.41,0.14,green,1,0.14,0.14,cyan,0,0.27,-0.41,blue,0,-0.14,-0.27,magenta,0,-0.14,0.14,red,0,0.05,0.05,0.15,0.41,0.41,red,l,101913,26,2020-08-05_23h02.53.540,CDT_GNG_IUS12,2020.1.2,Win32,60,l,1,2.3171,0,53,53,36,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,30,same,4,0.14,0.41,black,1,0.41,-0.27,yellow,1,-0.14,-0.27,green,1,-0.41,0.14,orange,1,0.41,0.27,blue,0,0.14,-0.41,magenta,0,-0.27,-0.27,cyan,0,-0.41,0.41,red,0,0.05,0.05,0.15,0.14,0.41,black,k,101913,26,2020-08-05_23h02.53.540,CDT_GNG_IUS12,2020.1.2,Win32,60,k,1,1.715665,0,54,54,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,71,same,8,0.14,0.41,red,1,0.27,-0.14,yellow,1,-0.27,-0.41,cyan,1,-0.41,0.27,blue,1,0.41,0.27,magenta,1,0.14,-0.41,orange,1,-0.14,-0.14,black,1,-0.41,0.14,green,1,0.05,0.05,0.15,-0.41,0.27,blue,k,101913,26,2020-08-05_23h02.53.540,CDT_GNG_IUS12,2020.1.2,Win32,60,k,1,1.67527,0,55,55,70,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,42,different,4,0.41,0.41,green,1,0.14,-0.14,red,1,-0.27,-0.14,cyan,1,-0.27,0.27,blue,1,0.27,0.27,orange,0,0.14,-0.27,black,0,-0.27,-0.41,yellow,0,-0.27,0.41,magenta,0,0.05,0.05,0.15,-0.27,0.27,red,l,101913,26,2020-08-05_23h02.53.540,CDT_GNG_IUS12,2020.1.2,Win32,60,l,1,1.77272,0,56,56,41,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,54,different,4,0.14,0.14,yellow,1,0.41,-0.41,magenta,1,-0.14,-0.41,black,1,-0.14,0.27,orange,1,0.41,0.27,cyan,0,0.41,-0.27,red,0,-0.27,-0.14,green,0,-0.27,0.27,blue,0,0.05,0.05,0.15,0.41,-0.41,cyan,l,101913,26,2020-08-05_23h02.53.540,CDT_GNG_IUS12,2020.1.2,Win32,60,l,1,1.543355,0,57,57,53,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,117,different,8,0.14,0.41,black,1,0.14,-0.41,cyan,1,-0.41,-0.27,magenta,1,-0.27,0.41,yellow,1,0.41,0.27,orange,1,0.41,-0.14,red,1,-0.27,-0.27,green,1,-0.14,0.14,blue,1,0.05,0.05,0.15,0.41,-0.14,black,l,101913,26,2020-08-05_23h02.53.540,CDT_GNG_IUS12,2020.1.2,Win32,60,l,1,1.202035,0,58,58,116,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,102,different,8,0.14,0.27,yellow,1,0.14,-0.41,green,1,-0.41,-0.27,red,1,-0.14,0.41,orange,1,0.41,0.41,magenta,1,0.27,-0.41,blue,1,-0.27,-0.41,cyan,1,-0.27,0.27,black,1,0.05,0.05,0.15,-0.27,0.27,yellow,l,101913,26,2020-08-05_23h02.53.540,CDT_GNG_IUS12,2020.1.2,Win32,60,l,1,1.05908,0,59,59,101,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,90,same,8,0.27,0.14,orange,1,0.14,-0.27,green,1,-0.14,-0.41,magenta,1,-0.14,0.27,cyan,1,0.41,0.41,blue,1,0.14,-0.14,black,1,-0.14,-0.14,yellow,1,-0.27,0.27,red,1,0.05,0.05,0.15,0.14,-0.14,black,k,101913,26,2020-08-05_23h02.53.540,CDT_GNG_IUS12,2020.1.2,Win32,60,l,0,3.37926,0,60,60,89,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,23,same,4,0.41,0.14,cyan,1,0.14,-0.27,magenta,1,-0.14,-0.27,red,1,-0.14,0.27,green,1,0.41,0.27,blue,0,0.14,-0.41,yellow,0,-0.41,-0.27,orange,0,-0.27,0.41,black,0,0.05,0.05,0.15,-0.14,0.27,green,k,101913,26,2020-08-05_23h02.53.540,CDT_GNG_IUS12,2020.1.2,Win32,60,k,1,1.236485,0,61,61,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,62,same,8,0.41,0.14,red,1,0.14,-0.27,cyan,1,-0.41,-0.27,orange,1,-0.27,0.27,magenta,1,0.14,0.27,green,1,0.14,-0.14,blue,1,-0.27,-0.41,black,1,-0.41,0.14,yellow,1,0.05,0.05,0.15,-0.27,0.27,magenta,k,101913,26,2020-08-05_23h02.53.540,CDT_GNG_IUS12,2020.1.2,Win32,60,l,0,1.51688,0,62,62,61,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,61,same,8,0.41,0.41,orange,1,0.41,-0.41,magenta,1,-0.27,-0.41,blue,1,-0.14,0.27,yellow,1,0.14,0.41,red,1,0.14,-0.27,black,1,-0.41,-0.41,cyan,1,-0.27,0.14,green,1,0.05,0.05,0.15,-0.27,-0.41,blue,k,101913,26,2020-08-05_23h02.53.540,CDT_GNG_IUS12,2020.1.2,Win32,60,l,0,1.13339,0,63,63,60,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,70,same,8,0.41,0.41,black,1,0.14,-0.27,red,1,-0.41,-0.41,magenta,1,-0.27,0.41,green,1,0.27,0.14,yellow,1,0.41,-0.41,orange,1,-0.27,-0.14,blue,1,-0.27,0.27,cyan,1,0.05,0.05,0.15,0.14,-0.27,red,k,101913,26,2020-08-05_23h02.53.540,CDT_GNG_IUS12,2020.1.2,Win32,60,l,0,1.13098,0,64,64,69,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9,same,4,0.27,0.27,red,1,0.14,-0.27,orange,1,-0.14,-0.41,yellow,1,-0.27,0.41,blue,1,0.41,0.41,green,0,0.41,-0.41,cyan,0,-0.27,-0.41,magenta,0,-0.27,0.27,black,0,0.05,0.05,0.15,0.27,0.27,red,k,101913,26,2020-08-05_23h02.53.540,CDT_GNG_IUS12,2020.1.2,Win32,60,l,0,2.8403,0,65,65,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,56,different,4,0.27,0.14,yellow,1,0.41,-0.14,blue,1,-0.14,-0.27,green,1,-0.41,0.14,cyan,1,0.14,0.14,magenta,0,0.41,-0.41,red,0,-0.41,-0.14,orange,0,-0.41,0.27,black,0,0.05,0.05,0.15,-0.14,-0.27,magenta,l,101913,26,2020-08-05_23h02.53.540,CDT_GNG_IUS12,2020.1.2,Win32,60,k,0,1.141245,0,66,66,55,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,19,same,4,0.27,0.41,blue,1,0.14,-0.41,red,1,-0.14,-0.27,black,1,-0.14,0.27,magenta,1,0.27,0.14,yellow,0,0.27,-0.14,orange,0,-0.14,-0.41,green,0,-0.14,0.14,cyan,0,0.05,0.05,0.15,0.27,0.41,blue,k,101913,26,2020-08-05_23h02.53.540,CDT_GNG_IUS12,2020.1.2,Win32,60,k,1,1.489365,0,67,67,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,4,same,4,0.41,0.27,magenta,1,0.27,-0.41,orange,1,-0.41,-0.41,red,1,-0.14,0.41,green,1,0.27,0.41,blue,0,0.14,-0.41,black,0,-0.27,-0.14,cyan,0,-0.41,0.27,yellow,0,0.05,0.05,0.15,0.27,-0.41,orange,k,101913,26,2020-08-05_23h02.53.540,CDT_GNG_IUS12,2020.1.2,Win32,60,k,1,1.33343,0,68,68,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,5,same,4,0.27,0.27,blue,1,0.14,-0.14,orange,1,-0.27,-0.27,black,1,-0.27,0.41,magenta,1,0.27,0.41,green,0,0.14,-0.41,cyan,0,-0.27,-0.41,yellow,0,-0.27,0.14,red,0,0.05,0.05,0.15,0.14,-0.14,orange,k,101913,26,2020-08-05_23h02.53.540,CDT_GNG_IUS12,2020.1.2,Win32,60,k,1,0.806165,0,69,69,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,89,same,8,0.14,0.14,blue,1,0.14,-0.27,orange,1,-0.14,-0.27,yellow,1,-0.41,0.27,red,1,0.27,0.27,cyan,1,0.14,-0.14,green,1,-0.14,-0.41,magenta,1,-0.41,0.41,black,1,0.05,0.05,0.15,0.14,-0.27,orange,k,101913,26,2020-08-05_23h02.53.540,CDT_GNG_IUS12,2020.1.2,Win32,60,l,0,1.554785,0,70,70,88,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,98,different,8,0.41,0.27,black,1,0.14,-0.27,yellow,1,-0.14,-0.27,cyan,1,-0.27,0.14,red,1,0.27,0.27,green,1,0.41,-0.41,magenta,1,-0.41,-0.14,blue,1,-0.41,0.41,orange,1,0.05,0.05,0.15,0.41,0.27,red,l,101913,26,2020-08-05_23h02.53.540,CDT_GNG_IUS12,2020.1.2,Win32,60,l,1,1.41839,0,71,71,97,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11,same,4,0.27,0.14,red,1,0.14,-0.14,cyan,1,-0.27,-0.41,blue,1,-0.27,0.14,yellow,1,0.27,0.27,green,0,0.41,-0.27,black,0,-0.41,-0.41,magenta,0,-0.41,0.14,orange,0,0.05,0.05,0.15,-0.27,-0.41,blue,k,101913,26,2020-08-05_23h02.53.540,CDT_GNG_IUS12,2020.1.2,Win32,60,l,0,1.989015,0,72,72,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,35,different,4,0.27,0.41,orange,1,0.41,-0.14,cyan,1,-0.27,-0.27,green,1,-0.14,0.27,yellow,1,0.41,0.27,black,0,0.41,-0.41,magenta,0,-0.14,-0.14,blue,0,-0.27,0.14,red,0,0.05,0.05,0.15,-0.14,0.27,blue,l,101913,26,2020-08-05_23h02.53.540,CDT_GNG_IUS12,2020.1.2,Win32,60,l,1,0.861915,0,73,73,34,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,83,same,8,0.14,0.27,yellow,1,0.27,-0.41,orange,1,-0.27,-0.41,green,1,-0.41,0.14,cyan,1,0.41,0.27,blue,1,0.14,-0.14,magenta,1,-0.14,-0.14,red,1,-0.41,0.41,black,1,0.05,0.05,0.15,-0.41,0.41,black,k,101913,26,2020-08-05_23h02.53.540,CDT_GNG_IUS12,2020.1.2,Win32,60,l,0,0.78515,0,74,74,82,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,69,same,8,0.27,0.14,magenta,1,0.27,-0.41,yellow,1,-0.14,-0.41,green,1,-0.14,0.41,orange,1,0.14,0.41,red,1,0.14,-0.27,black,1,-0.14,-0.27,blue,1,-0.27,0.14,cyan,1,0.05,0.05,0.15,0.14,-0.27,black,k,101913,26,2020-08-05_23h02.53.540,CDT_GNG_IUS12,2020.1.2,Win32,60,k,1,0.84617,0,75,75,68,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,74,same,8,0.41,0.41,blue,1,0.14,-0.14,orange,1,-0.27,-0.41,cyan,1,-0.27,0.41,yellow,1,0.41,0.27,black,1,0.41,-0.41,red,1,-0.14,-0.27,magenta,1,-0.27,0.14,green,1,0.05,0.05,0.15,0.41,0.27,black,k,101913,26,2020-08-05_23h02.53.540,CDT_GNG_IUS12,2020.1.2,Win32,60,k,1,0.700925,0,76,76,73,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,36,different,4,0.41,0.27,magenta,1,0.27,-0.14,orange,1,-0.41,-0.41,yellow,1,-0.14,0.14,blue,1,0.14,0.41,green,0,0.27,-0.27,black,0,-0.41,-0.27,cyan,0,-0.41,0.41,red,0,0.05,0.05,0.15,0.27,-0.14,black,l,101913,26,2020-08-05_23h02.53.540,CDT_GNG_IUS12,2020.1.2,Win32,60,l,1,2.413475,0,77,77,35,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,75,same,8,0.41,0.27,blue,1,0.41,-0.41,black,1,-0.41,-0.41,red,1,-0.27,0.14,magenta,1,0.27,0.14,yellow,1,0.27,-0.27,cyan,1,-0.14,-0.27,green,1,-0.41,0.27,orange,1,0.05,0.05,0.15,-0.14,-0.27,green,k,101913,26,2020-08-05_23h02.53.540,CDT_GNG_IUS12,2020.1.2,Win32,60,l,0,1.14261,0,78,78,74,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,33,different,4,0.27,0.41,magenta,1,0.41,-0.41,red,1,-0.27,-0.41,yellow,1,-0.14,0.41,black,1,0.14,0.41,blue,0,0.14,-0.41,orange,0,-0.41,-0.14,cyan,0,-0.41,0.27,green,0,0.05,0.05,0.15,0.27,0.41,black,l,101913,26,2020-08-05_23h02.53.540,CDT_GNG_IUS12,2020.1.2,Win32,60,l,1,0.599965,0,79,79,32,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,63,same,8,0.27,0.27,magenta,1,0.27,-0.27,yellow,1,-0.27,-0.14,orange,1,-0.14,0.14,green,1,0.41,0.27,blue,1,0.41,-0.27,cyan,1,-0.41,-0.41,red,1,-0.41,0.27,black,1,0.05,0.05,0.15,0.27,0.27,magenta,k,101913,26,2020-08-05_23h02.53.540,CDT_GNG_IUS12,2020.1.2,Win32,60,l,0,3.53825,0,80,80,62,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,65,same,8,0.41,0.41,blue,1,0.27,-0.41,yellow,1,-0.27,-0.41,red,1,-0.41,0.27,cyan,1,0.14,0.27,black,1,0.27,-0.27,orange,1,-0.41,-0.41,magenta,1,-0.41,0.41,green,1,0.05,0.05,0.15,0.27,-0.27,orange,k,101913,26,2020-08-05_23h02.53.540,CDT_GNG_IUS12,2020.1.2,Win32,60,l,0,1.285855,0,81,81,64,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,100,different,8,0.41,0.27,black,1,0.41,-0.27,red,1,-0.14,-0.27,magenta,1,-0.14,0.27,orange,1,0.14,0.27,blue,1,0.27,-0.14,yellow,1,-0.41,-0.14,cyan,1,-0.41,0.14,green,1,0.05,0.05,0.15,0.41,0.27,orange,l,101913,26,2020-08-05_23h02.53.540,CDT_GNG_IUS12,2020.1.2,Win32,60,l,1,0.93338,0,82,82,99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,91,different,8,0.27,0.27,red,1,0.41,-0.14,orange,1,-0.14,-0.27,green,1,-0.27,0.27,yellow,1,0.14,0.27,cyan,1,0.14,-0.14,black,1,-0.41,-0.41,blue,1,-0.14,0.41,magenta,1,0.05,0.05,0.15,-0.14,0.41,yellow,l,101913,26,2020-08-05_23h02.53.540,CDT_GNG_IUS12,2020.1.2,Win32,60,l,1,0.900255,0,83,83,90,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,45,different,4,0.14,0.14,red,1,0.27,-0.27,black,1,-0.41,-0.27,cyan,1,-0.41,0.27,blue,1,0.27,0.27,magenta,0,0.14,-0.41,orange,0,-0.14,-0.14,green,0,-0.27,0.14,yellow,0,0.05,0.05,0.15,0.14,0.14,blue,l,101913,26,2020-08-05_23h02.53.540,CDT_GNG_IUS12,2020.1.2,Win32,60,l,1,1.086315,0,84,84,44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,108,different,8,0.27,0.41,magenta,1,0.27,-0.14,green,1,-0.14,-0.41,yellow,1,-0.41,0.41,red,1,0.41,0.27,blue,1,0.14,-0.27,cyan,1,-0.27,-0.27,orange,1,-0.41,0.14,black,1,0.05,0.05,0.15,0.27,0.41,black,l,101913,26,2020-08-05_23h02.53.540,CDT_GNG_IUS12,2020.1.2,Win32,60,l,1,0.933985,0,85,85,107,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,118,different,8,0.14,0.14,red,1,0.27,-0.27,yellow,1,-0.27,-0.14,orange,1,-0.41,0.41,magenta,1,0.27,0.27,cyan,1,0.14,-0.41,green,1,-0.27,-0.41,blue,1,-0.41,0.14,black,1,0.05,0.05,0.15,-0.27,-0.41,black,l,101913,26,2020-08-05_23h02.53.540,CDT_GNG_IUS12,2020.1.2,Win32,60,k,0,1.252665,0,86,86,117,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,13,same,4,0.41,0.41,black,1,0.14,-0.14,red,1,-0.14,-0.14,orange,1,-0.14,0.14,cyan,1,0.14,0.14,green,0,0.27,-0.27,magenta,0,-0.27,-0.14,yellow,0,-0.14,0.41,blue,0,0.05,0.05,0.15,0.41,0.41,black,k,101913,26,2020-08-05_23h02.53.540,CDT_GNG_IUS12,2020.1.2,Win32,60,k,1,0.968285,0,87,87,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
