trialnum,condit,stimamt,stim1posx,stim1posy,stim1col,stim1opa,stim2posx,stim2posy,stim2col,stim2opa,stim3posx,stim3posy,stim3col,stim3opa,stim4posx,stim4posy,stim4col,stim4opa,stim5posx,stim5posy,stim5col,stim5opa,stim6posx,stim6posy,stim6col,stim6opa,stim7posx,stim7posy,stim7col,stim7opa,stim8posx,stim8posy,stim8col,stim8opa,stimsizex,stimsizey,stimdur,targetposx,targetposy,targetcol,corrAns,n,key_resp.corr_mean,key_resp.corr_raw,key_resp.corr_std,key_resp.keys_raw,key_resp.rt_mean,key_resp.rt_raw,key_resp.rt_std,order
66,same,8,0.27,0.27,magenta,1,0.14,-0.41,green,1,-0.27,-0.14,yellow,1,-0.14,0.27,orange,1,0.41,0.41,red,1,0.14,-0.14,white,1,-0.14,-0.27,black,1,-0.27,0.41,blue,1,0.05,0.05,0.15,0.41,0.41,red,k,1.0,0.0,0.0,0.0,'l',1.234264612197876,1.234264612197876,0.0,10.0
67,same,8,0.14,0.27,yellow,1,0.27,-0.14,magenta,1,-0.27,-0.27,black,1,-0.41,0.41,blue,1,0.41,0.14,white,1,0.14,-0.14,red,1,-0.41,-0.14,orange,1,-0.41,0.27,green,1,0.05,0.05,0.15,-0.27,-0.27,black,k,1.0,1.0,1.0,0.0,'k',1.1671302318572998,1.1671302318572998,0.0,75.0
68,same,8,0.14,0.27,green,1,0.41,-0.27,magenta,1,-0.14,-0.27,white,1,-0.41,0.14,red,1,0.41,0.14,yellow,1,0.27,-0.14,blue,1,-0.14,-0.41,orange,1,-0.14,0.14,black,1,0.05,0.05,0.15,0.27,-0.14,blue,k,1.0,0.0,0.0,0.0,'l',0.8345705270767212,0.8345705270767212,0.0,119.0
69,same,8,0.27,0.14,magenta,1,0.27,-0.41,yellow,1,-0.14,-0.41,green,1,-0.14,0.41,orange,1,0.14,0.41,red,1,0.14,-0.27,black,1,-0.14,-0.27,blue,1,-0.27,0.14,white,1,0.05,0.05,0.15,0.14,-0.27,black,k,1.0,0.0,0.0,0.0,'l',0.9842941164970398,0.9842941164970398,0.0,35.0
70,same,8,0.41,0.41,black,1,0.14,-0.27,red,1,-0.41,-0.41,magenta,1,-0.27,0.41,green,1,0.27,0.14,yellow,1,0.41,-0.41,orange,1,-0.27,-0.14,blue,1,-0.27,0.27,white,1,0.05,0.05,0.15,0.14,-0.27,red,k,1.0,0.0,0.0,0.0,'l',1.3513563871383667,1.3513563871383667,0.0,76.0
71,same,8,0.14,0.41,red,1,0.27,-0.14,yellow,1,-0.27,-0.41,white,1,-0.41,0.27,blue,1,0.41,0.27,magenta,1,0.14,-0.41,orange,1,-0.14,-0.14,black,1,-0.41,0.14,green,1,0.05,0.05,0.15,-0.41,0.27,blue,k,1.0,0.0,0.0,0.0,'l',0.8003466725349426,0.8003466725349426,0.0,80.0
72,same,8,0.27,0.41,blue,1,0.41,-0.27,magenta,1,-0.41,-0.41,yellow,1,-0.27,0.41,black,1,0.41,0.41,white,1,0.27,-0.41,green,1,-0.41,-0.27,orange,1,-0.14,0.27,red,1,0.05,0.05,0.15,-0.14,0.27,red,k,1.0,0.0,0.0,0.0,'l',0.9340824484825134,0.9340824484825134,0.0,27.0
73,same,8,0.14,0.14,blue,1,0.14,-0.41,yellow,1,-0.41,-0.41,red,1,-0.41,0.27,orange,1,0.27,0.41,magenta,1,0.14,-0.27,green,1,-0.41,-0.27,black,1,-0.27,0.27,white,1,0.05,0.05,0.15,0.27,0.41,magenta,k,1.0,0.0,0.0,0.0,'l',1.2847789525985718,1.2847789525985718,0.0,49.0
74,same,8,0.41,0.41,blue,1,0.14,-0.14,orange,1,-0.27,-0.41,white,1,-0.27,0.41,yellow,1,0.41,0.27,black,1,0.41,-0.41,red,1,-0.14,-0.27,magenta,1,-0.27,0.14,green,1,0.05,0.05,0.15,0.41,0.27,black,k,1.0,1.0,1.0,0.0,'k',0.8843623399734497,0.8843623399734497,0.0,11.0
75,same,8,0.41,0.27,blue,1,0.41,-0.41,black,1,-0.41,-0.41,red,1,-0.27,0.14,magenta,1,0.27,0.14,yellow,1,0.27,-0.27,white,1,-0.14,-0.27,green,1,-0.41,0.27,orange,1,0.05,0.05,0.15,-0.14,-0.27,green,k,1.0,0.0,0.0,0.0,'l',1.2000839710235596,1.2000839710235596,0.0,117.0
76,same,8,0.14,0.27,orange,1,0.41,-0.14,white,1,-0.27,-0.27,blue,1,-0.14,0.14,black,1,0.27,0.41,green,1,0.27,-0.14,red,1,-0.27,-0.14,yellow,1,-0.27,0.27,magenta,1,0.05,0.05,0.15,0.41,-0.14,white,k,1.0,0.0,0.0,0.0,'l',0.8343356847763062,0.8343356847763062,0.0,33.0
77,same,8,0.41,0.41,black,1,0.14,-0.14,white,1,-0.27,-0.41,yellow,1,-0.14,0.27,orange,1,0.41,0.14,blue,1,0.41,-0.14,magenta,1,-0.14,-0.27,green,1,-0.27,0.14,red,1,0.05,0.05,0.15,0.41,-0.14,magenta,k,1.0,0.0,0.0,0.0,'l',0.8156943321228027,0.8156943321228027,0.0,89.0
78,same,8,0.41,0.14,green,1,0.14,-0.27,magenta,1,-0.41,-0.27,blue,1,-0.41,0.41,black,1,0.41,0.27,white,1,0.41,-0.14,orange,1,-0.14,-0.41,yellow,1,-0.14,0.41,red,1,0.05,0.05,0.15,-0.41,-0.27,blue,k,1.0,0.0,0.0,0.0,'l',1.1673154830932617,1.1673154830932617,0.0,116.0
79,same,8,0.27,0.14,green,1,0.41,-0.14,yellow,1,-0.27,-0.41,orange,1,-0.14,0.14,black,1,0.41,0.27,white,1,0.14,-0.14,red,1,-0.14,-0.27,blue,1,-0.27,0.41,magenta,1,0.05,0.05,0.15,0.41,0.27,white,k,1.0,0.0,0.0,0.0,'l',1.3339720964431763,1.3339720964431763,0.0,91.0
80,same,8,0.41,0.14,red,1,0.41,-0.14,blue,1,-0.41,-0.41,black,1,-0.41,0.14,green,1,0.14,0.41,orange,1,0.27,-0.41,white,1,-0.41,-0.14,magenta,1,-0.41,0.41,yellow,1,0.05,0.05,0.15,0.27,-0.41,white,k,1.0,0.0,0.0,0.0,'l',0.8346977829933167,0.8346977829933167,0.0,102.0
81,same,8,0.27,0.14,yellow,1,0.41,-0.14,blue,1,-0.41,-0.14,green,1,-0.41,0.14,orange,1,0.14,0.41,red,1,0.14,-0.27,magenta,1,-0.14,-0.27,white,1,-0.14,0.14,black,1,0.05,0.05,0.15,-0.41,0.14,orange,k,1.0,0.0,0.0,0.0,'l',0.984782338142395,0.984782338142395,0.0,90.0
82,same,8,0.27,0.41,yellow,1,0.14,-0.14,magenta,1,-0.14,-0.14,orange,1,-0.14,0.41,black,1,0.14,0.41,red,1,0.27,-0.14,green,1,-0.27,-0.27,white,1,-0.41,0.41,blue,1,0.05,0.05,0.15,0.14,-0.14,magenta,k,1.0,0.0,0.0,0.0,'l',1.0671781301498413,1.0671781301498413,0.0,8.0
83,same,8,0.14,0.27,yellow,1,0.27,-0.41,orange,1,-0.27,-0.41,green,1,-0.41,0.14,white,1,0.41,0.27,blue,1,0.14,-0.14,magenta,1,-0.14,-0.14,red,1,-0.41,0.41,black,1,0.05,0.05,0.15,-0.41,0.41,black,k,1.0,0.0,0.0,0.0,'l',1.033574104309082,1.033574104309082,0.0,48.0
84,same,8,0.27,0.14,magenta,1,0.14,-0.14,yellow,1,-0.14,-0.14,blue,1,-0.27,0.27,red,1,0.41,0.14,white,1,0.41,-0.27,orange,1,-0.14,-0.27,black,1,-0.41,0.14,green,1,0.05,0.05,0.15,-0.27,0.27,red,k,1.0,0.0,0.0,0.0,'l',0.7509403228759766,0.7509403228759766,0.0,109.0
85,same,8,0.14,0.41,green,1,0.14,-0.41,magenta,1,-0.41,-0.14,black,1,-0.14,0.27,blue,1,0.27,0.27,orange,1,0.41,-0.41,red,1,-0.27,-0.14,white,1,-0.41,0.27,yellow,1,0.05,0.05,0.15,0.27,0.27,orange,k,1.0,0.0,0.0,0.0,'l',1.1345101594924927,1.1345101594924927,0.0,45.0
86,same,8,0.41,0.27,magenta,1,0.14,-0.14,green,1,-0.14,-0.41,orange,1,-0.14,0.41,red,1,0.27,0.14,black,1,0.14,-0.41,white,1,-0.41,-0.27,yellow,1,-0.27,0.14,blue,1,0.05,0.05,0.15,0.14,-0.41,white,k,1.0,0.0,0.0,0.0,'l',1.466455340385437,1.466455340385437,0.0,13.0
87,same,8,0.27,0.14,red,1,0.14,-0.14,yellow,1,-0.27,-0.14,orange,1,-0.27,0.27,magenta,1,0.41,0.27,blue,1,0.41,-0.41,green,1,-0.27,-0.27,black,1,-0.14,0.27,white,1,0.05,0.05,0.15,0.41,-0.41,green,k,1.0,0.0,0.0,0.0,'l',0.8837663531303406,0.8837663531303406,0.0,52.0
88,same,8,0.27,0.41,red,1,0.41,-0.14,white,1,-0.14,-0.14,green,1,-0.41,0.41,orange,1,0.14,0.27,magenta,1,0.27,-0.27,yellow,1,-0.41,-0.41,black,1,-0.27,0.41,blue,1,0.05,0.05,0.15,-0.41,0.41,orange,k,1.0,0.0,0.0,0.0,'l',0.9667785167694092,0.9667785167694092,0.0,84.0
89,same,8,0.14,0.14,blue,1,0.14,-0.27,orange,1,-0.14,-0.27,yellow,1,-0.41,0.27,red,1,0.27,0.27,white,1,0.14,-0.14,green,1,-0.14,-0.41,magenta,1,-0.41,0.41,black,1,0.05,0.05,0.15,0.14,-0.27,orange,k,1.0,0.0,0.0,0.0,'l',1.3342844247817993,1.3342844247817993,0.0,26.0
90,same,8,0.27,0.14,orange,1,0.14,-0.27,green,1,-0.14,-0.41,magenta,1,-0.14,0.27,white,1,0.41,0.41,blue,1,0.14,-0.14,black,1,-0.14,-0.14,yellow,1,-0.27,0.27,red,1,0.05,0.05,0.15,0.14,-0.14,black,k,1.0,0.0,0.0,0.0,'l',2.6010994911193848,2.6010994911193848,0.0,37.0
91,different,8,0.27,0.27,red,1,0.41,-0.14,orange,1,-0.14,-0.27,green,1,-0.27,0.27,yellow,1,0.14,0.27,white,1,0.14,-0.14,black,1,-0.41,-0.41,blue,1,-0.14,0.41,magenta,1,0.05,0.05,0.15,-0.14,0.41,yellow,l,1.0,1.0,1.0,0.0,'l',1.2003685235977173,1.2003685235977173,0.0,79.0
92,different,8,0.27,0.27,yellow,1,0.14,-0.27,green,1,-0.41,-0.14,blue,1,-0.41,0.41,red,1,0.14,0.27,magenta,1,0.27,-0.14,white,1,-0.14,-0.14,orange,1,-0.27,0.27,black,1,0.05,0.05,0.15,-0.41,-0.14,magenta,l,1.0,1.0,1.0,0.0,'l',1.000563383102417,1.000563383102417,0.0,99.0
93,different,8,0.14,0.41,blue,1,0.14,-0.27,red,1,-0.41,-0.14,magenta,1,-0.14,0.27,black,1,0.41,0.27,yellow,1,0.41,-0.14,orange,1,-0.27,-0.14,green,1,-0.14,0.41,white,1,0.05,0.05,0.15,0.41,-0.14,blue,l,1.0,1.0,1.0,0.0,'l',1.5488260984420776,1.5488260984420776,0.0,100.0
94,different,8,0.41,0.27,yellow,1,0.41,-0.27,blue,1,-0.41,-0.14,magenta,1,-0.41,0.27,orange,1,0.41,0.41,red,1,0.41,-0.41,green,1,-0.14,-0.14,black,1,-0.41,0.14,white,1,0.05,0.05,0.15,-0.41,0.14,black,l,1.0,1.0,1.0,0.0,'l',0.9343233108520508,0.9343233108520508,0.0,31.0
95,different,8,0.41,0.41,black,1,0.14,-0.14,white,1,-0.14,-0.41,orange,1,-0.14,0.27,blue,1,0.41,0.27,magenta,1,0.14,-0.41,green,1,-0.27,-0.27,red,1,-0.41,0.14,yellow,1,0.05,0.05,0.15,-0.14,0.27,green,l,1.0,1.0,1.0,0.0,'l',1.967275857925415,1.967275857925415,0.0,30.0
96,different,8,0.14,0.14,yellow,1,0.14,-0.41,black,1,-0.27,-0.27,orange,1,-0.14,0.41,blue,1,0.14,0.27,magenta,1,0.41,-0.27,white,1,-0.41,-0.41,red,1,-0.41,0.41,green,1,0.05,0.05,0.15,0.41,-0.27,magenta,l,1.0,1.0,1.0,0.0,'l',0.9657620787620544,0.9657620787620544,0.0,112.0
97,different,8,0.27,0.27,blue,1,0.14,-0.27,orange,1,-0.14,-0.14,black,1,-0.27,0.14,white,1,0.14,0.14,magenta,1,0.27,-0.41,yellow,1,-0.27,-0.41,green,1,-0.41,0.14,red,1,0.05,0.05,0.15,-0.27,0.14,black,l,1.0,1.0,1.0,0.0,'l',0.9503198862075806,0.9503198862075806,0.0,64.0
98,different,8,0.41,0.27,black,1,0.14,-0.27,yellow,1,-0.14,-0.27,white,1,-0.27,0.14,red,1,0.27,0.27,green,1,0.41,-0.41,magenta,1,-0.41,-0.14,blue,1,-0.41,0.41,orange,1,0.05,0.05,0.15,0.41,0.27,red,l,1.0,1.0,1.0,0.0,'l',1.950804352760315,1.950804352760315,0.0,88.0
99,different,8,0.14,0.27,blue,1,0.41,-0.41,yellow,1,-0.14,-0.14,green,1,-0.41,0.14,black,1,0.41,0.27,red,1,0.27,-0.27,magenta,1,-0.27,-0.27,orange,1,-0.27,0.27,white,1,0.05,0.05,0.15,0.14,0.27,black,l,1.0,1.0,1.0,0.0,'l',1.5169998407363892,1.5169998407363892,0.0,4.0
100,different,8,0.41,0.27,black,1,0.41,-0.27,red,1,-0.14,-0.27,magenta,1,-0.14,0.27,orange,1,0.14,0.27,blue,1,0.27,-0.14,yellow,1,-0.41,-0.14,white,1,-0.41,0.14,green,1,0.05,0.05,0.15,0.41,0.27,orange,l,1.0,1.0,1.0,0.0,'l',1.2341086864471436,1.2341086864471436,0.0,18.0
101,different,8,0.14,0.27,magenta,1,0.14,-0.27,white,1,-0.41,-0.14,yellow,1,-0.41,0.14,black,1,0.14,0.41,red,1,0.41,-0.41,blue,1,-0.14,-0.41,green,1,-0.27,0.27,orange,1,0.05,0.05,0.15,-0.41,0.14,magenta,l,1.0,1.0,1.0,0.0,'l',1.018385887145996,1.018385887145996,0.0,66.0
102,different,8,0.14,0.27,yellow,1,0.14,-0.41,green,1,-0.41,-0.27,red,1,-0.14,0.41,orange,1,0.41,0.41,magenta,1,0.27,-0.41,blue,1,-0.27,-0.41,white,1,-0.27,0.27,black,1,0.05,0.05,0.15,-0.27,0.27,yellow,l,1.0,1.0,1.0,0.0,'l',1.2343944311141968,1.2343944311141968,0.0,108.0
103,different,8,0.14,0.14,black,1,0.14,-0.27,white,1,-0.41,-0.41,green,1,-0.41,0.27,red,1,0.27,0.41,orange,1,0.27,-0.27,blue,1,-0.41,-0.14,magenta,1,-0.41,0.41,yellow,1,0.05,0.05,0.15,0.27,-0.27,magenta,l,1.0,1.0,1.0,0.0,'l',1.2157139778137207,1.2157139778137207,0.0,68.0
104,different,8,0.41,0.41,white,1,0.41,-0.41,blue,1,-0.27,-0.14,green,1,-0.27,0.14,orange,1,0.14,0.41,red,1,0.27,-0.27,yellow,1,-0.41,-0.27,magenta,1,-0.14,0.41,black,1,0.05,0.05,0.15,-0.14,0.41,magenta,l,1.0,1.0,1.0,0.0,'l',1.167650580406189,1.167650580406189,0.0,20.0
105,different,8,0.41,0.27,white,1,0.14,-0.14,magenta,1,-0.27,-0.14,blue,1,-0.41,0.41,yellow,1,0.41,0.41,red,1,0.14,-0.41,green,1,-0.27,-0.27,orange,1,-0.27,0.41,black,1,0.05,0.05,0.15,0.41,0.27,orange,l,1.0,1.0,1.0,0.0,'l',1.1343543529510498,1.1343543529510498,0.0,28.0
106,different,8,0.41,0.41,black,1,0.14,-0.41,yellow,1,-0.41,-0.14,orange,1,-0.27,0.27,blue,1,0.14,0.41,red,1,0.41,-0.27,green,1,-0.14,-0.14,white,1,-0.14,0.14,magenta,1,0.05,0.05,0.15,-0.41,-0.14,green,l,1.0,1.0,1.0,0.0,'l',0.9510806798934937,0.9510806798934937,0.0,113.0
107,different,8,0.27,0.41,green,1,0.27,-0.41,white,1,-0.41,-0.41,black,1,-0.14,0.41,blue,1,0.14,0.14,red,1,0.27,-0.27,yellow,1,-0.14,-0.41,magenta,1,-0.14,0.14,orange,1,0.05,0.05,0.15,-0.14,0.14,black,l,1.0,1.0,1.0,0.0,'l',0.950214147567749,0.950214147567749,0.0,118.0
108,different,8,0.27,0.41,magenta,1,0.27,-0.14,green,1,-0.14,-0.41,yellow,1,-0.41,0.41,red,1,0.41,0.27,blue,1,0.14,-0.27,white,1,-0.27,-0.27,orange,1,-0.41,0.14,black,1,0.05,0.05,0.15,0.27,0.41,black,l,1.0,1.0,1.0,0.0,'l',0.8505655527114868,0.8505655527114868,0.0,101.0
109,different,8,0.41,0.14,yellow,1,0.27,-0.27,white,1,-0.14,-0.27,magenta,1,-0.27,0.14,orange,1,0.41,0.41,green,1,0.27,-0.41,red,1,-0.27,-0.41,black,1,-0.27,0.41,blue,1,0.05,0.05,0.15,0.27,-0.27,green,l,1.0,1.0,1.0,0.0,'l',0.8678251504898071,0.8678251504898071,0.0,110.0
110,different,8,0.41,0.14,orange,1,0.27,-0.27,black,1,-0.14,-0.27,blue,1,-0.27,0.27,white,1,0.27,0.41,magenta,1,0.27,-0.41,red,1,-0.27,-0.41,yellow,1,-0.27,0.41,green,1,0.05,0.05,0.15,-0.27,-0.41,red,l,1.0,1.0,1.0,0.0,'l',1.11806321144104,1.11806321144104,0.0,7.0
111,different,8,0.27,0.14,red,1,0.41,-0.27,green,1,-0.27,-0.14,yellow,1,-0.14,0.14,orange,1,0.41,0.41,black,1,0.27,-0.27,white,1,-0.27,-0.41,blue,1,-0.27,0.14,magenta,1,0.05,0.05,0.15,-0.27,-0.41,red,l,1.0,1.0,1.0,0.0,'l',0.8990923762321472,0.8990923762321472,0.0,73.0
112,different,8,0.27,0.41,magenta,1,0.14,-0.41,green,1,-0.14,-0.14,black,1,-0.27,0.27,white,1,0.41,0.41,red,1,0.14,-0.27,blue,1,-0.41,-0.14,orange,1,-0.14,0.14,yellow,1,0.05,0.05,0.15,0.41,0.41,blue,l,1.0,1.0,1.0,0.0,'l',1.1343135833740234,1.1343135833740234,0.0,111.0
113,different,8,0.41,0.27,magenta,1,0.27,-0.27,red,1,-0.41,-0.41,yellow,1,-0.14,0.27,green,1,0.41,0.14,orange,1,0.14,-0.41,blue,1,-0.14,-0.41,black,1,-0.41,0.27,white,1,0.05,0.05,0.15,0.41,0.14,yellow,l,1.0,1.0,1.0,0.0,'l',1.0011433362960815,1.0011433362960815,0.0,14.0
114,different,8,0.41,0.41,yellow,1,0.14,-0.41,red,1,-0.41,-0.41,blue,1,-0.27,0.14,white,1,0.41,0.27,black,1,0.27,-0.41,green,1,-0.14,-0.41,orange,1,-0.14,0.41,magenta,1,0.05,0.05,0.15,-0.14,0.41,orange,l,1.0,1.0,1.0,0.0,'l',1.0674859285354614,1.0674859285354614,0.0,72.0
115,different,8,0.14,0.27,green,1,0.27,-0.41,orange,1,-0.14,-0.14,yellow,1,-0.27,0.41,magenta,1,0.27,0.14,blue,1,0.14,-0.27,red,1,-0.41,-0.14,white,1,-0.41,0.14,black,1,0.05,0.05,0.15,0.14,-0.27,white,l,1.0,1.0,1.0,0.0,'l',0.8173699378967285,0.8173699378967285,0.0,70.0
116,different,8,0.27,0.14,green,1,0.41,-0.14,black,1,-0.27,-0.41,magenta,1,-0.41,0.14,white,1,0.41,0.41,blue,1,0.41,-0.27,yellow,1,-0.41,-0.27,red,1,-0.27,0.14,orange,1,0.05,0.05,0.15,0.41,-0.27,magenta,l,1.0,1.0,1.0,0.0,'l',0.9851828217506409,0.9851828217506409,0.0,53.0
117,different,8,0.14,0.41,black,1,0.14,-0.41,white,1,-0.41,-0.27,magenta,1,-0.27,0.41,yellow,1,0.41,0.27,orange,1,0.41,-0.14,red,1,-0.27,-0.27,green,1,-0.14,0.14,blue,1,0.05,0.05,0.15,0.41,-0.14,black,l,1.0,1.0,1.0,0.0,'l',0.9182782769203186,0.9182782769203186,0.0,24.0
118,different,8,0.14,0.14,red,1,0.27,-0.27,yellow,1,-0.27,-0.14,orange,1,-0.41,0.41,magenta,1,0.27,0.27,white,1,0.14,-0.41,green,1,-0.27,-0.41,blue,1,-0.41,0.14,black,1,0.05,0.05,0.15,-0.27,-0.41,black,l,1.0,1.0,1.0,0.0,'l',0.9176784157752991,0.9176784157752991,0.0,103.0
119,different,8,0.27,0.27,green,1,0.27,-0.14,orange,1,-0.41,-0.41,white,1,-0.27,0.27,blue,1,0.41,0.27,black,1,0.14,-0.41,red,1,-0.14,-0.41,yellow,1,-0.41,0.27,magenta,1,0.05,0.05,0.15,-0.41,0.27,white,l,1.0,1.0,1.0,0.0,'l',2.600581169128418,2.600581169128418,0.0,5.0
120,different,8,0.41,0.41,blue,1,0.14,-0.14,magenta,1,-0.27,-0.27,white,1,-0.27,0.41,orange,1,0.27,0.41,yellow,1,0.14,-0.41,red,1,-0.14,-0.27,green,1,-0.14,0.41,black,1,0.05,0.05,0.15,-0.14,0.41,orange,l,1.0,0.0,0.0,0.0,'k',1.100764274597168,1.100764274597168,0.0,0.0

extraInfo
participant,jk
session,001
date,2020_jul_23_1729
expName,jul30online
psychopyVersion,2020.1.2
frameRate,59.79834908402298
