blueOpacity,orangeOpacity,corrAns,n,fix_trial.started_mean,fix_trial.started_raw,fix_trial.started_std,fix_trial.stopped_raw,trialBlue.started_mean,trialBlue.started_raw,trialBlue.started_std,trialBlue.stopped_mean,trialBlue.stopped_raw,trialBlue.stopped_std,trialOrange.started_mean,trialOrange.started_raw,trialOrange.started_std,trialOrange.stopped_mean,trialOrange.stopped_raw,trialOrange.stopped_std,trialResp.corr_mean,trialResp.corr_raw,trialResp.corr_std,trialResp.keys_raw,trialResp.rt_mean,trialResp.rt_raw,trialResp.rt_std,trialResp.started_mean,trialResp.started_raw,trialResp.started_std,trialResp.stopped_raw,order
0,1,None,1.0,447.1537780761719,447.1537780761719,0.0,,447.1537780761719,447.1537780761719,0.0,447.3548278808594,447.3548278808594,0.0,447.1537780761719,447.1537780761719,0.0,447.3548278808594,447.3548278808594,0.0,1.0,1.0,0.0,,,,,447.1537780761719,447.1537780761719,0.0,,10.0
0,1,None,1.0,466.14031982421875,466.14031982421875,0.0,466.1403346710067,466.14031982421875,466.14031982421875,0.0,466.3392333984375,466.3392333984375,0.0,466.14031982421875,466.14031982421875,0.0,466.3392333984375,466.3392333984375,0.0,1.0,1.0,0.0,,,,,466.14031982421875,466.14031982421875,0.0,466.1403346710067,29.0
0,1,None,1.0,459.1568908691406,459.1568908691406,0.0,,459.1568908691406,459.1568908691406,0.0,459.35565185546875,459.35565185546875,0.0,459.1568908691406,459.1568908691406,0.0,459.35565185546875,459.35565185546875,0.0,1.0,1.0,0.0,,,,,459.1568908691406,459.1568908691406,0.0,,22.0
0,1,None,1.0,439.1549377441406,439.1549377441406,0.0,,439.1549377441406,439.1549377441406,0.0,439.3544921875,439.3544921875,0.0,439.1549377441406,439.1549377441406,0.0,439.3544921875,439.3544921875,0.0,1.0,1.0,0.0,,,,,439.1549377441406,439.1549377441406,0.0,,2.0
0,1,None,1.0,458.157958984375,458.157958984375,0.0,,458.157958984375,458.157958984375,0.0,458.3722229003906,458.3722229003906,0.0,458.157958984375,458.157958984375,0.0,458.3722229003906,458.3722229003906,0.0,1.0,1.0,0.0,,,,,458.157958984375,458.157958984375,0.0,,21.0
0,1,None,1.0,464.156982421875,464.156982421875,0.0,,464.156982421875,464.156982421875,0.0,464.37255859375,464.37255859375,0.0,464.156982421875,464.156982421875,0.0,464.37255859375,464.37255859375,0.0,1.0,1.0,0.0,,,,,464.156982421875,464.156982421875,0.0,,27.0
0,1,None,1.0,449.1566162109375,449.1566162109375,0.0,,449.1566162109375,449.1566162109375,0.0,449.37176513671875,449.37176513671875,0.0,449.1566162109375,449.1566162109375,0.0,449.37176513671875,449.37176513671875,0.0,1.0,1.0,0.0,,,,,449.1566162109375,449.1566162109375,0.0,,12.0
0,1,None,1.0,438.1581726074219,438.1581726074219,0.0,,438.1581726074219,438.1581726074219,0.0,438.3711853027344,438.3711853027344,0.0,438.1581726074219,438.1581726074219,0.0,438.3711853027344,438.3711853027344,0.0,1.0,1.0,0.0,,,,,438.1581726074219,438.1581726074219,0.0,,1.0
0,1,None,1.0,477.1401062011719,477.1401062011719,0.0,,477.1401062011719,477.1401062011719,0.0,477.3398742675781,477.3398742675781,0.0,477.1401062011719,477.1401062011719,0.0,477.3398742675781,477.3398742675781,0.0,1.0,1.0,0.0,,,,,477.1401062011719,477.1401062011719,0.0,,40.0
0,1,None,1.0,454.1565856933594,454.1565856933594,0.0,,454.1565856933594,454.1565856933594,0.0,454.35528564453125,454.35528564453125,0.0,454.1565856933594,454.1565856933594,0.0,454.35528564453125,454.35528564453125,0.0,1.0,1.0,0.0,,,,,454.1565856933594,454.1565856933594,0.0,,17.0
1,0,space,1.0,444.15679931640625,444.15679931640625,0.0,,444.15679931640625,444.15679931640625,0.0,444.3714904785156,444.3714904785156,0.0,444.15679931640625,444.15679931640625,0.0,444.3714904785156,444.3714904785156,0.0,1.0,1.0,0.0,'space',0.398048460483551,0.398048460483551,0.0,444.15679931640625,444.15679931640625,0.0,,7.0
1,0,space,1.0,441.1567077636719,441.1567077636719,0.0,,441.1567077636719,441.1567077636719,0.0,441.3714599609375,441.3714599609375,0.0,441.1567077636719,441.1567077636719,0.0,441.3714599609375,441.3714599609375,0.0,1.0,1.0,0.0,'space',0.44815146923065186,0.44815146923065186,0.0,441.1567077636719,441.1567077636719,0.0,,4.0
1,0,space,1.0,455.15606689453125,455.15606689453125,0.0,,455.15606689453125,455.15606689453125,0.0,455.35540771484375,455.35540771484375,0.0,455.15606689453125,455.15606689453125,0.0,455.35540771484375,455.35540771484375,0.0,1.0,1.0,0.0,'space',0.3841005265712738,0.3841005265712738,0.0,455.15606689453125,455.15606689453125,0.0,,18.0
1,0,space,1.0,469.1396179199219,469.1396179199219,0.0,,469.1396179199219,469.1396179199219,0.0,469.3394775390625,469.3394775390625,0.0,469.1396179199219,469.1396179199219,0.0,469.3394775390625,469.3394775390625,0.0,1.0,1.0,0.0,'space',0.6001060009002686,0.6001060009002686,0.0,469.1396179199219,469.1396179199219,0.0,,32.0
1,0,space,1.0,465.14019775390625,465.14019775390625,0.0,,465.14019775390625,465.14019775390625,0.0,465.35528564453125,465.35528564453125,0.0,465.14019775390625,465.14019775390625,0.0,465.35528564453125,465.35528564453125,0.0,1.0,1.0,0.0,'space',0.36470794677734375,0.36470794677734375,0.0,465.14019775390625,465.14019775390625,0.0,,28.0
