blueOpacity,orangeOpacity,corrAns,n,fix_trial.started_mean,fix_trial.started_raw,fix_trial.started_std,fix_trial.stopped_raw,trialBlue.started_mean,trialBlue.started_raw,trialBlue.started_std,trialBlue.stopped_mean,trialBlue.stopped_raw,trialBlue.stopped_std,trialOrange.started_mean,trialOrange.started_raw,trialOrange.started_std,trialOrange.stopped_mean,trialOrange.stopped_raw,trialOrange.stopped_std,trialResp.corr_mean,trialResp.corr_raw,trialResp.corr_std,trialResp.keys_raw,trialResp.rt_mean,trialResp.rt_raw,trialResp.rt_std,trialResp.started_mean,trialResp.started_raw,trialResp.started_std,trialResp.stopped_raw,order
0,1,None,1.0,561.36181640625,561.36181640625,0.0,,561.36181640625,561.36181640625,0.0,561.5614624023438,561.5614624023438,0.0,561.36181640625,561.36181640625,0.0,561.5614624023438,561.5614624023438,0.0,1.0,1.0,0.0,,,,,561.36181640625,561.36181640625,0.0,,16.0
0,1,None,1.0,588.3650512695312,588.3650512695312,0.0,,588.3650512695312,588.3650512695312,0.0,588.5798950195312,588.5798950195312,0.0,588.3650512695312,588.3650512695312,0.0,588.5798950195312,588.5798950195312,0.0,1.0,1.0,0.0,,,,,588.3650512695312,588.3650512695312,0.0,,43.0
0,1,None,1.0,591.36328125,591.36328125,0.0,,591.36328125,591.36328125,0.0,591.5635375976562,591.5635375976562,0.0,591.36328125,591.36328125,0.0,591.5635375976562,591.5635375976562,0.0,1.0,1.0,0.0,,,,,591.36328125,591.36328125,0.0,,46.0
0,1,None,1.0,546.3797607421875,546.3797607421875,0.0,,546.3797607421875,546.3797607421875,0.0,546.5939331054688,546.5939331054688,0.0,546.3797607421875,546.3797607421875,0.0,546.5939331054688,546.5939331054688,0.0,1.0,1.0,0.0,,,,,546.3797607421875,546.3797607421875,0.0,,1.0
0,1,None,1.0,548.3775634765625,548.3775634765625,0.0,,548.3775634765625,548.3775634765625,0.0,548.577392578125,548.577392578125,0.0,548.3775634765625,548.3775634765625,0.0,548.577392578125,548.577392578125,0.0,1.0,1.0,0.0,,,,,548.3775634765625,548.3775634765625,0.0,,3.0
0,1,None,1.0,590.3630981445312,590.3630981445312,0.0,,590.3630981445312,590.3630981445312,0.0,590.5634765625,590.5634765625,0.0,590.3630981445312,590.3630981445312,0.0,590.5634765625,590.5634765625,0.0,1.0,1.0,0.0,,,,,590.3630981445312,590.3630981445312,0.0,,45.0
0,1,None,1.0,568.3619995117188,568.3619995117188,0.0,,568.3619995117188,568.3619995117188,0.0,568.5619506835938,568.5619506835938,0.0,568.3619995117188,568.3619995117188,0.0,568.5619506835938,568.5619506835938,0.0,0.0,0.0,0.0,'space',0.4003031849861145,0.4003031849861145,0.0,568.3619995117188,568.3619995117188,0.0,,23.0
0,1,None,1.0,589.3633422851562,589.3633422851562,0.0,,589.3633422851562,589.3633422851562,0.0,589.5633544921875,589.5633544921875,0.0,589.3633422851562,589.3633422851562,0.0,589.5633544921875,589.5633544921875,0.0,1.0,1.0,0.0,,,,,589.3633422851562,589.3633422851562,0.0,,44.0
0,1,None,1.0,551.3775024414062,551.3775024414062,0.0,,551.3775024414062,551.3775024414062,0.0,551.5777587890625,551.5777587890625,0.0,551.3775024414062,551.3775024414062,0.0,551.5777587890625,551.5777587890625,0.0,1.0,1.0,0.0,,,,,551.3775024414062,551.3775024414062,0.0,,6.0
0,1,None,1.0,549.3773803710938,549.3773803710938,0.0,,549.3773803710938,549.3773803710938,0.0,549.5774536132812,549.5774536132812,0.0,549.3773803710938,549.3773803710938,0.0,549.5774536132812,549.5774536132812,0.0,1.0,1.0,0.0,,,,,549.3773803710938,549.3773803710938,0.0,,4.0
1,0,space,1.0,587.362060546875,587.362060546875,0.0,,587.362060546875,587.362060546875,0.0,587.5619506835938,587.5619506835938,0.0,587.362060546875,587.362060546875,0.0,587.5619506835938,587.5619506835938,0.0,1.0,1.0,0.0,'space',0.467605859041214,0.467605859041214,0.0,587.362060546875,587.362060546875,0.0,,42.0
1,0,space,1.0,572.3622436523438,572.3622436523438,0.0,,572.3622436523438,572.3622436523438,0.0,572.5621337890625,572.5621337890625,0.0,572.3622436523438,572.3622436523438,0.0,572.5621337890625,572.5621337890625,0.0,0.0,0.0,0.0,,,,,572.3622436523438,572.3622436523438,0.0,,27.0
1,0,space,1.0,547.3772583007812,547.3772583007812,0.0,,547.3772583007812,547.3772583007812,0.0,547.5773315429688,547.5773315429688,0.0,547.3772583007812,547.3772583007812,0.0,547.5773315429688,547.5773315429688,0.0,1.0,1.0,0.0,'space',0.46715033054351807,0.46715033054351807,0.0,547.3772583007812,547.3772583007812,0.0,,2.0
1,0,space,1.0,563.362060546875,563.362060546875,0.0,,563.362060546875,563.362060546875,0.0,563.5615844726562,563.5615844726562,0.0,563.362060546875,563.362060546875,0.0,563.5615844726562,563.5615844726562,0.0,1.0,1.0,0.0,'space',0.7833886742591858,0.7833886742591858,0.0,563.362060546875,563.362060546875,0.0,,18.0
1,0,space,1.0,555.3779296875,555.3779296875,0.0,,555.3779296875,555.3779296875,0.0,555.57763671875,555.57763671875,0.0,555.3779296875,555.3779296875,0.0,555.57763671875,555.57763671875,0.0,1.0,1.0,0.0,'space',0.8501669764518738,0.8501669764518738,0.0,555.3779296875,555.3779296875,0.0,,10.0
1,0,space,1.0,581.363525390625,581.363525390625,0.0,,581.363525390625,581.363525390625,0.0,581.5626831054688,581.5626831054688,0.0,581.363525390625,581.363525390625,0.0,581.5626831054688,581.5626831054688,0.0,1.0,1.0,0.0,'space',0.5829545855522156,0.5829545855522156,0.0,581.363525390625,581.363525390625,0.0,,36.0
1,0,space,1.0,557.3616333007812,557.3616333007812,0.0,,557.3616333007812,557.3616333007812,0.0,557.561279296875,557.561279296875,0.0,557.3616333007812,557.3616333007812,0.0,557.561279296875,557.561279296875,0.0,1.0,1.0,0.0,'space',0.08388690650463104,0.08388690650463104,0.0,557.3616333007812,557.3616333007812,0.0,,12.0
1,0,space,1.0,583.3638305664062,583.3638305664062,0.0,,583.3638305664062,583.3638305664062,0.0,583.5629272460938,583.5629272460938,0.0,583.3638305664062,583.3638305664062,0.0,583.5629272460938,583.5629272460938,0.0,1.0,1.0,0.0,'space',0.8337315320968628,0.8337315320968628,0.0,583.3638305664062,583.3638305664062,0.0,,38.0
1,0,space,1.0,559.363037109375,559.363037109375,0.0,,559.363037109375,559.363037109375,0.0,559.5782470703125,559.5782470703125,0.0,559.363037109375,559.363037109375,0.0,559.5782470703125,559.5782470703125,0.0,1.0,1.0,0.0,'space',0.39987584948539734,0.39987584948539734,0.0,559.363037109375,559.363037109375,0.0,,14.0
1,0,space,1.0,570.362060546875,570.362060546875,0.0,,570.362060546875,570.362060546875,0.0,570.5621337890625,570.5621337890625,0.0,570.362060546875,570.362060546875,0.0,570.5621337890625,570.5621337890625,0.0,1.0,1.0,0.0,'space',0.751486599445343,0.751486599445343,0.0,570.362060546875,570.362060546875,0.0,,25.0
1,0,space,1.0,552.377685546875,552.377685546875,0.0,,552.377685546875,552.377685546875,0.0,552.5774536132812,552.5774536132812,0.0,552.377685546875,552.377685546875,0.0,552.5774536132812,552.5774536132812,0.0,1.0,1.0,0.0,'space',0.7503860592842102,0.7503860592842102,0.0,552.377685546875,552.377685546875,0.0,,7.0
1,0,space,1.0,580.3630981445312,580.3630981445312,0.0,,580.3630981445312,580.3630981445312,0.0,580.5626831054688,580.5626831054688,0.0,580.3630981445312,580.3630981445312,0.0,580.5626831054688,580.5626831054688,0.0,0.0,0.0,0.0,,,,,580.3630981445312,580.3630981445312,0.0,,35.0
1,0,space,1.0,565.36181640625,565.36181640625,0.0,,565.36181640625,565.36181640625,0.0,565.561767578125,565.561767578125,0.0,565.36181640625,565.36181640625,0.0,565.561767578125,565.561767578125,0.0,1.0,1.0,0.0,'space',0.06765720248222351,0.06765720248222351,0.0,565.36181640625,565.36181640625,0.0,,20.0
1,0,space,1.0,558.3618774414062,558.3618774414062,0.0,,558.3618774414062,558.3618774414062,0.0,558.5613403320312,558.5613403320312,0.0,558.3618774414062,558.3618774414062,0.0,558.5613403320312,558.5613403320312,0.0,1.0,1.0,0.0,'space',0.3161814510822296,0.3161814510822296,0.0,558.3618774414062,558.3618774414062,0.0,,13.0
