random_ID,key_resp_6.keys,key_resp_6.rt,Gender.keys,Gender.rt,key_resp.keys,key_resp.corr,key_resp.rt,key_resp_2.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,FILE_CMP_IMAGE,FILE_SEARCH_IMAGE,TARGET,TARGET_NAME,TARGET_MEM,D1,D2,D3,D4,D5,D6,D7,D8,CONTEXT,VISUAL_SET_SIZE,MEM_SET_SIZE,stDur_Mem,stDur_VS,corrAns,participant,age,date,expName,psychopyVersion,OS,frameRate,key_resp_end.keys,key_resp_end.rt
2672,y,29.841355,w,11.59389,m,1,5.601,,0,0,0,46,1,cmp_jungle_001_bird_001.jpg,S4_jungle_001_bird_001.jpg,1,stm_jungle_001_bird_001_007.png,stm_jungle_001_bird_001_007.png,stm_jungle_001_bird_001_010.png,stm_jungle_001_bird_001_015.png,stm_jungle_001_bird_001_005.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,4,4,4,7,m,00000,21,2020-08-21_18h23.39.410,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,,
,,,,,m,0,5.981995,,0,1,1,53,1,cmp_building_046_sheep_001,S4_building_046_sheep_001.jpg,0,blank.png,blank.png,sheep1453.png,sheep1556.png,sheep224.png,sheep1458.png,sheep1754.png,sheep1748.png,sheep1843.png,sheep238.png,0,4,8,8,7,v,00000,21,2020-08-21_18h23.39.410,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,,
,,,,,v,0,6.593825,,0,2,2,58,1,cmp_jungle_007_bird_007,S4_jungle_007_bird_007.jpg,1,bird207.png,bird207.png,bird195.png,bird232.png,bird242.png,bird246.png,bird278.png,bird294.png,bird310.png,blank.png,1,4,8,8,7,m,00000,21,2020-08-21_18h23.39.410,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,,
,,,,,v,0,4.786755,,0,3,3,4,1,cmp_building_050_bird_006,S1_building_050_bird_006.jpg,1,bird709.png,bird709.png,bird680.png,bird1112.png,bird455.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,1,4,4,7,m,00000,21,2020-08-21_18h23.39.410,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,,
,,,,,v,1,1.864315,,0,4,4,8,1,cmp_shelves_026_vase_002,S1_shelves_026_vase_002.jpg,0,blank.png,blank.png,vase179.png,vase975.png,vase1032.png,vase556.png,blank.png,blank.png,blank.png,blank.png,1,1,4,4,7,v,00000,21,2020-08-21_18h23.39.410,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,,
,,,,,m,1,2.084505,,0,5,5,18,1,cmp_building_052_bird_008,S2_building_052_bird_008.jpg,1,bird936.png,bird936.png,bird927.png,bird935.png,bird938.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,2,4,4,7,m,00000,21,2020-08-21_18h23.39.410,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,,
,,,,,m,0,4.57553,,0,6,6,107,1,cmp_shelves_020_remote_004,S8_shelves_020_remote_004.jpg,0,blank.png,blank.png,remote258.png,remote260.png,remote361.png,remote269.png,blank.png,blank.png,blank.png,blank.png,1,8,4,4,7,v,00000,21,2020-08-21_18h23.39.410,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,,
,,,,,m,1,3.14736,,0,7,7,17,1,cmp_jungle_003_bird_003,S2_jungle_003_bird_003.jpg,1,stm_jugle_003_birds_003_001.png,stm_jugle_003_birds_003_001.png,stm_jugle_003_birds_003_009.png,stm_jugle_003_birds_003_011.png,stm_jugle_003_birds_003_013.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,2,4,4,7,m,00000,21,2020-08-21_18h23.39.410,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,,
,,,,,v,1,2.361705,,0,8,8,94,1,cmp_mountain_014_bird_002,S4_mountain_014_bird_002.jpg,0,blank.png,blank.png,bird27.png,bird456.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,4,2,2,7,v,00000,21,2020-08-21_18h23.39.410,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,,
,,,,,m,1,1.87176,,0,9,9,86,1,cmp_shelves_051_toys_010,S4_shelves_051_toys_010.jpg,1,truck262.png,truck262.png,truck167.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,4,2,2,7,m,00000,21,2020-08-21_18h23.39.410,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,,
